PerfID,StylistID,StylistName,ConsultantID,RegionID,RegionName,Year,MonthNum,Target_GBP,ActualRevenue_GBP,Achievement_Pct,TotalBookings,CompletedBookings,NoShows,NewClients,Commission_Earned_GBP,Avg_NPS
SP000654,STY019,Sam Thomas,CON006,RG06,Bristol,2025,1,1760.0,1493.44,84.9,32,26,3,4,597.38,9.7
SP000655,STY019,Sam Thomas,CON006,RG06,Bristol,2025,2,1760.0,1798.74,102.2,38,32,4,4,719.5,7.2
SP000656,STY019,Sam Thomas,CON006,RG06,Bristol,2025,3,2000.0,2457.39,122.9,42,38,4,7,982.96,8.3
SP000657,STY019,Sam Thomas,CON006,RG06,Bristol,2025,4,2000.0,1745.07,87.3,19,15,3,4,698.03,8.1
SP000658,STY019,Sam Thomas,CON006,RG06,Bristol,2025,5,2000.0,2163.24,108.2,44,39,4,12,865.29,8.8
SP000659,STY019,Sam Thomas,CON006,RG06,Bristol,2025,6,2160.0,2482.5,114.9,43,38,5,11,993.0,8.8
SP000660,STY019,Sam Thomas,CON006,RG06,Bristol,2025,7,2160.0,2568.86,118.9,33,28,2,11,1027.54,8.5
SP000661,STY019,Sam Thomas,CON006,RG06,Bristol,2025,8,2160.0,2353.66,109.0,20,16,3,2,941.46,8.5
SP000662,STY019,Sam Thomas,CON006,RG06,Bristol,2025,9,2000.0,2267.65,113.4,25,21,4,3,907.06,8.6
SP000663,STY019,Sam Thomas,CON006,RG06,Bristol,2025,10,2000.0,1740.45,87.0,41,37,1,6,696.18,9.3
SP000664,STY019,Sam Thomas,CON006,RG06,Bristol,2025,11,2300.0,1930.35,83.9,35,29,6,6,772.14,8.8
SP000665,STY019,Sam Thomas,CON006,RG06,Bristol,2025,12,2300.0,1934.37,84.1,17,14,1,11,773.75,8.9
SP000666,STY019,Sam Thomas,CON006,RG06,Bristol,2026,1,1760.0,1317.6,74.9,37,30,5,9,527.04,8.7
SP000667,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,1,2640.0,3133.71,118.7,41,35,6,3,940.11,8.5
SP000668,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,2,2640.0,2475.26,93.8,45,38,5,6,742.58,8.0
SP000669,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,3,3000.0,2788.08,92.9,14,12,0,8,836.42,9.6
SP000670,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,4,3000.0,2222.31,74.1,34,28,4,7,666.69,8.2
SP000671,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,5,3000.0,2890.47,96.3,28,23,2,9,867.14,8.3
SP000672,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,6,3240.0,2854.78,88.1,24,22,1,6,856.43,8.4
SP000673,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,7,3240.0,3994.39,123.3,39,36,3,11,1198.32,7.8
SP000674,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,8,3240.0,2673.22,82.5,42,38,3,7,801.97,9.4
SP000675,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,9,3000.0,3832.35,127.7,32,28,3,7,1149.71,7.8
SP000676,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,10,3000.0,2897.66,96.6,21,17,1,5,869.3,8.8
SP000677,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,11,3450.0,3410.81,98.9,33,29,4,6,1023.24,9.4
SP000678,STY020,Zoe Jackson,CON007,RG07,Leeds,2023,12,3450.0,3148.19,91.3,27,23,2,9,944.46,8.1
SP000679,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,1,2640.0,3155.59,119.5,30,27,1,10,946.68,8.3
SP000680,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,2,2640.0,3067.39,116.2,39,33,4,12,920.22,9.3
SP000681,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,3,3000.0,3085.23,102.8,45,38,5,3,925.57,9.3
SP000682,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,4,3000.0,2457.78,81.9,37,33,4,4,737.33,8.1
SP000683,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,5,3000.0,2308.87,77.0,22,20,0,2,692.66,8.2
SP000684,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,6,3240.0,3022.62,93.3,40,33,6,2,906.79,8.4
SP000685,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,7,3240.0,3979.0,122.8,41,35,4,10,1193.7,8.9
SP000686,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,8,3240.0,2736.18,84.5,23,18,3,2,820.86,8.4
SP000687,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,9,3000.0,2557.53,85.3,35,28,4,7,767.26,7.3
SP000688,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,10,3000.0,3113.57,103.8,31,29,0,2,934.07,7.8
SP000689,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,11,3450.0,3926.93,113.8,45,41,1,6,1178.08,9.7
SP000690,STY020,Zoe Jackson,CON007,RG07,Leeds,2024,12,3450.0,2511.21,72.8,45,42,1,10,753.36,8.2
SP000691,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,1,2640.0,2057.48,77.9,23,21,0,6,617.24,7.5
SP000692,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,2,2640.0,3139.32,118.9,43,39,2,4,941.8,9.4
SP000693,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,3,3000.0,2282.7,76.1,31,26,4,4,684.81,7.8
SP000694,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,4,3000.0,2418.27,80.6,20,16,3,11,725.48,7.8
SP000695,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,5,3000.0,3409.51,113.7,41,37,2,9,1022.85,8.1
SP000696,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,6,3240.0,2397.07,74.0,32,28,1,10,719.12,8.7
SP000697,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,7,3240.0,4142.02,127.8,43,39,1,12,1242.6,8.6
SP000698,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,8,3240.0,3446.3,106.4,36,29,6,5,1033.89,7.7
SP000699,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,9,3000.0,2988.03,99.6,32,29,2,7,896.41,9.7
SP000700,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,10,3000.0,2691.39,89.7,16,12,1,3,807.42,9.2
SP000701,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,11,3450.0,3794.0,110.0,37,34,0,4,1138.2,9.8
SP000702,STY020,Zoe Jackson,CON007,RG07,Leeds,2025,12,3450.0,2617.17,75.9,19,17,1,12,785.15,7.4
SP000703,STY020,Zoe Jackson,CON007,RG07,Leeds,2026,1,2640.0,2242.99,85.0,37,30,6,4,672.9,9.0
SP000704,STY021,Amy White,CON007,RG07,Leeds,2023,1,1320.0,1264.83,95.8,26,21,2,2,442.69,9.4
SP000705,STY021,Amy White,CON007,RG07,Leeds,2023,2,1320.0,1128.17,85.5,15,13,2,7,394.86,9.0
SP000706,STY021,Amy White,CON007,RG07,Leeds,2023,3,1500.0,1373.82,91.6,32,30,0,3,480.84,8.5
SP000707,STY021,Amy White,CON007,RG07,Leeds,2023,4,1500.0,1750.97,116.7,20,18,0,11,612.84,9.8
SP000708,STY021,Amy White,CON007,RG07,Leeds,2023,5,1500.0,1733.92,115.6,38,32,5,11,606.87,8.5
SP000709,STY021,Amy White,CON007,RG07,Leeds,2023,6,1620.0,1941.7,119.9,44,41,3,2,679.6,7.7
SP000710,STY021,Amy White,CON007,RG07,Leeds,2023,7,1620.0,1595.15,98.5,40,36,2,6,558.3,9.5
SP000711,STY021,Amy White,CON007,RG07,Leeds,2023,8,1620.0,1502.56,92.8,39,32,5,6,525.9,7.5
SP000712,STY021,Amy White,CON007,RG07,Leeds,2023,9,1500.0,1903.75,126.9,37,31,4,3,666.31,9.6
SP000713,STY021,Amy White,CON007,RG07,Leeds,2023,10,1500.0,1672.38,111.5,38,35,0,2,585.33,9.1
SP000714,STY021,Amy White,CON007,RG07,Leeds,2023,11,1725.0,2094.58,121.4,30,27,1,12,733.1,8.0
SP000715,STY021,Amy White,CON007,RG07,Leeds,2023,12,1725.0,2107.23,122.2,13,12,0,3,737.53,7.3
SP000716,STY021,Amy White,CON007,RG07,Leeds,2024,1,1320.0,1318.76,99.9,13,10,1,8,461.57,7.7
SP000717,STY021,Amy White,CON007,RG07,Leeds,2024,2,1320.0,1540.87,116.7,43,39,3,7,539.3,7.7
SP000718,STY021,Amy White,CON007,RG07,Leeds,2024,3,1500.0,1894.45,126.3,24,22,2,4,663.06,8.1
SP000719,STY021,Amy White,CON007,RG07,Leeds,2024,4,1500.0,1106.93,73.8,30,28,0,2,387.43,8.1
SP000720,STY021,Amy White,CON007,RG07,Leeds,2024,5,1500.0,1541.64,102.8,12,10,2,3,539.57,8.9
SP000721,STY021,Amy White,CON007,RG07,Leeds,2024,6,1620.0,1841.01,113.6,42,33,8,7,644.36,8.4
SP000722,STY021,Amy White,CON007,RG07,Leeds,2024,7,1620.0,1258.66,77.7,31,28,1,11,440.53,8.8
SP000723,STY021,Amy White,CON007,RG07,Leeds,2024,8,1620.0,1855.24,114.5,13,11,0,8,649.33,7.7
SP000724,STY021,Amy White,CON007,RG07,Leeds,2024,9,1500.0,1298.55,86.6,35,31,1,8,454.49,9.0
SP000725,STY021,Amy White,CON007,RG07,Leeds,2024,10,1500.0,1789.59,119.3,20,16,1,3,626.36,8.9
SP000726,STY021,Amy White,CON007,RG07,Leeds,2024,11,1725.0,2076.04,120.4,19,15,4,10,726.61,9.3
SP000727,STY021,Amy White,CON007,RG07,Leeds,2024,12,1725.0,1750.98,101.5,30,25,4,12,612.84,9.6
SP000728,STY021,Amy White,CON007,RG07,Leeds,2025,1,1320.0,1039.42,78.7,38,35,1,2,363.8,8.9
SP000729,STY021,Amy White,CON007,RG07,Leeds,2025,2,1320.0,1601.98,121.4,38,31,7,5,560.69,8.1
SP000730,STY021,Amy White,CON007,RG07,Leeds,2025,3,1500.0,1821.58,121.4,41,36,3,5,637.55,9.4
SP000731,STY021,Amy White,CON007,RG07,Leeds,2025,4,1500.0,1565.8,104.4,16,13,0,2,548.03,9.4
SP000732,STY021,Amy White,CON007,RG07,Leeds,2025,5,1500.0,1718.55,114.6,33,29,4,11,601.49,7.6
SP000733,STY021,Amy White,CON007,RG07,Leeds,2025,6,1620.0,1234.92,76.2,44,39,3,8,432.22,9.2
SP000734,STY021,Amy White,CON007,RG07,Leeds,2025,7,1620.0,2085.26,128.7,28,26,0,9,729.84,7.9
SP000735,STY021,Amy White,CON007,RG07,Leeds,2025,8,1620.0,2054.97,126.9,12,10,2,9,719.24,8.6
SP000736,STY021,Amy White,CON007,RG07,Leeds,2025,9,1500.0,1256.09,83.7,34,32,0,10,439.63,9.1
SP000737,STY021,Amy White,CON007,RG07,Leeds,2025,10,1500.0,1659.61,110.6,40,33,4,5,580.86,8.3
SP000738,STY021,Amy White,CON007,RG07,Leeds,2025,11,1725.0,1412.85,81.9,40,36,3,2,494.5,8.2
SP000739,STY021,Amy White,CON007,RG07,Leeds,2025,12,1725.0,1395.43,80.9,17,14,2,8,488.4,9.2
SP000740,STY021,Amy White,CON007,RG07,Leeds,2026,1,1320.0,1120.08,84.9,16,14,0,2,392.03,8.1
SP000741,STY022,Lucy Harris,CON007,RG07,Leeds,2023,1,1320.0,1236.62,93.7,38,31,4,8,309.15,8.7
SP000742,STY022,Lucy Harris,CON007,RG07,Leeds,2023,2,1320.0,1328.4,100.6,37,31,6,8,332.1,7.8
SP000743,STY022,Lucy Harris,CON007,RG07,Leeds,2023,3,1500.0,1569.18,104.6,17,14,2,11,392.3,7.7
SP000744,STY022,Lucy Harris,CON007,RG07,Leeds,2023,4,1500.0,1752.69,116.8,23,20,1,3,438.17,8.9
SP000745,STY022,Lucy Harris,CON007,RG07,Leeds,2023,5,1500.0,1581.93,105.5,28,22,3,8,395.48,8.0
SP000746,STY022,Lucy Harris,CON007,RG07,Leeds,2023,6,1620.0,1860.4,114.8,23,18,3,7,465.1,7.3
SP000747,STY022,Lucy Harris,CON007,RG07,Leeds,2023,7,1620.0,1222.24,75.4,34,30,2,12,305.56,8.6
SP000748,STY022,Lucy Harris,CON007,RG07,Leeds,2023,8,1620.0,1946.17,120.1,32,29,3,3,486.54,8.2
SP000749,STY022,Lucy Harris,CON007,RG07,Leeds,2023,9,1500.0,1050.5,70.0,34,27,5,4,262.63,8.6
SP000750,STY022,Lucy Harris,CON007,RG07,Leeds,2023,10,1500.0,1914.49,127.6,35,32,0,10,478.62,9.3
SP000751,STY022,Lucy Harris,CON007,RG07,Leeds,2023,11,1725.0,1744.48,101.1,40,32,7,7,436.12,8.0
SP000752,STY022,Lucy Harris,CON007,RG07,Leeds,2023,12,1725.0,1544.21,89.5,12,10,0,8,386.05,9.6
SP000753,STY022,Lucy Harris,CON007,RG07,Leeds,2024,1,1320.0,1470.56,111.4,21,19,1,10,367.64,9.3
SP000754,STY022,Lucy Harris,CON007,RG07,Leeds,2024,2,1320.0,1523.16,115.4,33,30,3,11,380.79,7.3
SP000755,STY022,Lucy Harris,CON007,RG07,Leeds,2024,3,1500.0,1627.95,108.5,31,29,1,6,406.99,7.2
SP000756,STY022,Lucy Harris,CON007,RG07,Leeds,2024,4,1500.0,1370.62,91.4,27,23,3,4,342.66,9.2
SP000757,STY022,Lucy Harris,CON007,RG07,Leeds,2024,5,1500.0,1920.22,128.0,20,16,3,12,480.06,9.1
SP000758,STY022,Lucy Harris,CON007,RG07,Leeds,2024,6,1620.0,1292.64,79.8,16,14,0,10,323.16,9.7
SP000759,STY022,Lucy Harris,CON007,RG07,Leeds,2024,7,1620.0,1733.77,107.0,17,13,2,11,433.44,7.7
SP000760,STY022,Lucy Harris,CON007,RG07,Leeds,2024,8,1620.0,2068.22,127.7,27,22,4,9,517.05,9.2
SP000761,STY022,Lucy Harris,CON007,RG07,Leeds,2024,9,1500.0,1101.23,73.4,43,35,7,5,275.31,8.7
SP000762,STY022,Lucy Harris,CON007,RG07,Leeds,2024,10,1500.0,1547.65,103.2,33,26,4,10,386.91,7.2
SP000763,STY022,Lucy Harris,CON007,RG07,Leeds,2024,11,1725.0,2163.79,125.4,19,17,1,3,540.95,7.9
SP000764,STY022,Lucy Harris,CON007,RG07,Leeds,2024,12,1725.0,1812.11,105.1,38,34,3,11,453.03,8.5
SP000765,STY022,Lucy Harris,CON007,RG07,Leeds,2025,1,1320.0,1289.42,97.7,41,36,5,9,322.35,7.5
SP000766,STY022,Lucy Harris,CON007,RG07,Leeds,2025,2,1320.0,1171.14,88.7,37,33,4,11,292.78,8.8
SP000767,STY022,Lucy Harris,CON007,RG07,Leeds,2025,3,1500.0,1211.49,80.8,40,37,1,2,302.87,7.4
SP000768,STY022,Lucy Harris,CON007,RG07,Leeds,2025,4,1500.0,1338.36,89.2,40,34,3,2,334.59,8.3
SP000769,STY022,Lucy Harris,CON007,RG07,Leeds,2025,5,1500.0,1673.13,111.5,22,19,0,2,418.28,9.2
SP000770,STY022,Lucy Harris,CON007,RG07,Leeds,2025,6,1620.0,1645.05,101.5,40,34,4,6,411.26,8.7
SP000771,STY022,Lucy Harris,CON007,RG07,Leeds,2025,7,1620.0,1424.54,87.9,22,18,2,8,356.14,9.0
SP000772,STY022,Lucy Harris,CON007,RG07,Leeds,2025,8,1620.0,1783.28,110.1,38,33,2,9,445.82,7.3
SP000773,STY022,Lucy Harris,CON007,RG07,Leeds,2025,9,1500.0,1421.25,94.7,19,16,3,6,355.31,8.0
SP000774,STY022,Lucy Harris,CON007,RG07,Leeds,2025,10,1500.0,1560.77,104.1,26,23,2,11,390.19,7.5
SP000775,STY022,Lucy Harris,CON007,RG07,Leeds,2025,11,1725.0,1255.71,72.8,30,27,2,6,313.93,7.7
SP000776,STY022,Lucy Harris,CON007,RG07,Leeds,2025,12,1725.0,2145.44,124.4,40,35,3,3,536.36,7.6
SP000777,STY022,Lucy Harris,CON007,RG07,Leeds,2026,1,1320.0,1066.06,80.8,30,27,3,11,266.51,9.6
SP000778,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,1,1320.0,1401.58,106.2,43,40,0,11,420.48,7.6
SP000779,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,2,1320.0,1700.09,128.8,19,16,2,2,510.03,9.7
SP000780,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,3,1500.0,1639.4,109.3,40,35,4,10,491.82,7.7
SP000781,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,4,1500.0,1135.0,75.7,17,15,2,10,340.5,8.1
SP000782,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,5,1500.0,1759.3,117.3,31,28,1,10,527.79,8.1
SP000783,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,6,1620.0,1843.76,113.8,17,14,2,7,553.13,7.5
SP000784,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,7,1620.0,2006.92,123.9,39,33,4,7,602.07,8.1
SP000785,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,8,1620.0,1412.32,87.2,36,33,3,10,423.7,7.5
SP000786,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,9,1500.0,1514.79,101.0,28,22,4,5,454.44,8.7
SP000787,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,10,1500.0,1265.89,84.4,37,33,3,10,379.77,8.3
SP000788,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,11,1725.0,2009.09,116.5,45,41,4,5,602.73,8.3
SP000789,STY023,Natalie Martin,CON008,RG08,Newcastle,2023,12,1725.0,1594.39,92.4,32,27,5,4,478.32,9.1
SP000790,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,1,1320.0,1477.28,111.9,26,21,2,12,443.18,8.8
SP000791,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,2,1320.0,1209.12,91.6,36,32,3,9,362.74,7.8
SP000792,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,3,1500.0,1576.06,105.1,32,29,1,9,472.82,8.3
SP000793,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,4,1500.0,1201.85,80.1,40,36,2,8,360.55,9.4
SP000794,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,5,1500.0,1224.48,81.6,35,30,4,8,367.34,8.4
SP000795,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,6,1620.0,1249.73,77.1,39,33,5,2,374.92,8.6
SP000796,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,7,1620.0,1525.2,94.1,14,13,1,11,457.56,8.8
SP000797,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,8,1620.0,1925.25,118.8,31,28,2,5,577.58,7.7
SP000798,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,9,1500.0,1898.03,126.5,37,30,7,12,569.41,7.3
SP000799,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,10,1500.0,1721.58,114.8,27,22,5,3,516.47,8.0
SP000800,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,11,1725.0,1788.63,103.7,37,32,5,7,536.59,9.2
SP000801,STY023,Natalie Martin,CON008,RG08,Newcastle,2024,12,1725.0,1466.42,85.0,27,24,3,3,439.93,7.3
SP000802,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,1,1320.0,1237.65,93.8,44,40,4,11,371.3,8.5
SP000803,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,2,1320.0,1552.95,117.6,15,13,1,10,465.88,9.0
SP000804,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,3,1500.0,1773.92,118.3,28,24,4,8,532.18,8.0
SP000805,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,4,1500.0,1541.79,102.8,45,36,8,11,462.54,8.4
SP000806,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,5,1500.0,1175.42,78.4,12,9,0,5,352.63,8.7
SP000807,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,6,1620.0,2062.22,127.3,29,24,5,8,618.67,7.9
SP000808,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,7,1620.0,2011.59,124.2,24,21,3,9,603.48,8.7
SP000809,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,8,1620.0,1910.05,117.9,40,33,7,3,573.02,8.4
SP000810,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,9,1500.0,1822.42,121.5,37,33,3,7,546.73,7.8
SP000811,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,10,1500.0,1304.48,87.0,40,33,7,11,391.34,8.2
SP000812,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,11,1725.0,1600.75,92.8,38,31,5,9,480.22,7.4
SP000813,STY023,Natalie Martin,CON008,RG08,Newcastle,2025,12,1725.0,1605.02,93.0,19,16,2,10,481.51,8.5
SP000814,STY023,Natalie Martin,CON008,RG08,Newcastle,2026,1,1320.0,966.77,73.2,40,35,2,6,290.03,8.6
SP000815,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,1,1760.0,1519.76,86.4,40,33,6,7,531.92,8.1
SP000816,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,2,1760.0,1260.7,71.6,36,32,2,4,441.24,8.2
SP000817,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,3,2000.0,1627.04,81.4,24,20,3,7,569.46,9.0
SP000818,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,4,2000.0,1631.94,81.6,29,26,3,4,571.18,9.1
SP000819,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,5,2000.0,1737.99,86.9,21,18,2,12,608.3,9.0
SP000820,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,6,2160.0,1612.1,74.6,16,14,0,4,564.24,7.8
SP000821,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,7,2160.0,1519.35,70.3,23,19,3,10,531.77,8.6
SP000822,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,8,2160.0,1658.06,76.8,31,26,5,2,580.32,9.2
SP000823,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,9,2000.0,1477.64,73.9,30,27,2,6,517.17,9.2
SP000824,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,10,2000.0,2482.36,124.1,18,16,1,6,868.83,9.1
SP000825,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,11,2300.0,1956.31,85.1,18,15,0,3,684.71,8.3
SP000826,STY025,Jessica Garcia,CON009,RG09,Cardiff,2023,12,2300.0,2498.04,108.6,35,30,3,5,874.32,9.0
SP000827,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,1,1760.0,1481.49,84.2,15,13,0,6,518.52,8.1
SP000828,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,2,1760.0,1510.76,85.8,26,24,1,9,528.76,8.8
SP000829,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,3,2000.0,1857.5,92.9,45,41,4,12,650.13,7.4
SP000830,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,4,2000.0,2565.27,128.3,28,24,2,10,897.84,9.2
SP000831,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,5,2000.0,1528.4,76.4,41,36,4,9,534.94,9.8
SP000832,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,6,2160.0,2332.5,108.0,31,28,0,3,816.38,9.3
SP000833,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,7,2160.0,1554.29,72.0,44,37,5,2,544.0,8.3
SP000834,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,8,2160.0,2366.37,109.6,15,13,1,7,828.23,7.8
SP000835,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,9,2000.0,2146.5,107.3,33,27,3,8,751.28,9.6
SP000836,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,10,2000.0,2411.08,120.6,22,18,2,12,843.88,9.5
SP000837,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,11,2300.0,2281.8,99.2,38,35,1,12,798.63,9.7
SP000838,STY025,Jessica Garcia,CON009,RG09,Cardiff,2024,12,2300.0,1829.95,79.6,21,19,0,6,640.48,9.4
SP000839,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,1,1760.0,1255.45,71.3,12,11,1,4,439.41,9.1
SP000840,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,2,1760.0,1979.91,112.5,13,11,0,6,692.97,9.0
SP000841,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,3,2000.0,1747.15,87.4,29,24,5,2,611.5,7.6
SP000842,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,4,2000.0,1588.25,79.4,24,22,0,3,555.89,9.7
SP000843,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,5,2000.0,1861.33,93.1,15,13,2,3,651.46,8.5
SP000844,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,6,2160.0,1811.72,83.9,20,17,2,11,634.1,9.5
SP000845,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,7,2160.0,1950.71,90.3,12,10,2,12,682.75,9.2
SP000846,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,8,2160.0,2769.42,128.2,14,13,1,12,969.3,9.4
SP000847,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,9,2000.0,2076.74,103.8,17,16,0,9,726.86,9.2
SP000848,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,10,2000.0,1766.2,88.3,26,21,3,11,618.17,8.2
SP000849,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,11,2300.0,2226.45,96.8,40,32,8,10,779.26,9.7
SP000850,STY025,Jessica Garcia,CON009,RG09,Cardiff,2025,12,2300.0,1646.39,71.6,39,33,3,6,576.24,8.0
SP000851,STY025,Jessica Garcia,CON009,RG09,Cardiff,2026,1,1760.0,1281.87,72.8,22,17,3,2,448.65,8.7
SP000852,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,1,3080.0,3917.66,127.2,45,40,4,8,979.41,8.1
SP000853,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,2,3080.0,2908.53,94.4,21,18,3,2,727.13,9.3
SP000854,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,3,3500.0,2464.7,70.4,23,20,1,3,616.17,8.6
SP000855,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,4,3500.0,2933.6,83.8,33,28,2,3,733.4,8.1
SP000856,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,5,3500.0,2846.12,81.3,19,16,0,2,711.53,9.6
SP000857,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,6,3780.0,3457.13,91.5,44,39,2,8,864.28,7.9
SP000858,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,7,3780.0,4419.15,116.9,22,20,0,8,1104.79,8.8
SP000859,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,8,3780.0,4409.5,116.7,35,30,5,7,1102.38,9.7
SP000860,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,9,3500.0,2765.08,79.0,37,31,4,5,691.27,7.8
SP000861,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,10,3500.0,3615.18,103.3,23,20,3,2,903.79,9.7
SP000862,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,11,4025.0,2902.67,72.1,17,14,0,6,725.67,9.1
SP000863,STY026,Priya Robinson,CON009,RG09,Cardiff,2023,12,4025.0,4334.07,107.7,42,39,3,2,1083.52,7.5
SP000864,STY026,Priya Robinson,CON009,RG09,Cardiff,2024,1,3080.0,2707.29,87.9,24,21,2,7,676.82,9.5
SP000865,STY026,Priya Robinson,CON009,RG09,Cardiff,2024,2,3080.0,3761.4,122.1,39,31,7,8,940.35,9.5
