FinID,ConsultantID,ConsultantName,RegionID,Year,MonthNum,ConsultationRevenue_GBP,RetailRevenue_GBP,TotalRevenue_GBP,ConsultationBudget_GBP,RetailBudget_GBP,TotalBudget_GBP,RevenueVsBudget_GBP,RevenueVsBudget_Pct,FranchiseFee_GBP,StylistCommission_GBP,MarketingCost_GBP,OperationalCost_GBP,ProductCOGS_GBP,TotalCost_GBP,GrossProfit_GBP,NetProfit_GBP,ProfitMargin_Pct
FIN000131,CON004,Lisa Carter,RG04,2024,8,6513.82,923.88,7437.7,5400.0,864.0,6264.0,1173.7,118.7,595.02,1954.15,371.88,320.38,415.75,3657.18,7021.95,3780.52,50.8
FIN000132,CON004,Lisa Carter,RG04,2024,9,5232.86,560.19,5793.05,5000.0,800.0,5800.0,-6.95,99.9,463.44,1569.86,289.65,314.77,252.09,2889.81,5540.96,2903.24,50.1
FIN000133,CON004,Lisa Carter,RG04,2024,10,4967.25,838.39,5805.64,5000.0,800.0,5800.0,5.64,100.1,464.45,1490.17,290.28,461.88,377.28,3084.06,5428.36,2721.58,46.9
FIN000134,CON004,Lisa Carter,RG04,2024,11,5803.16,888.07,6691.23,5750.0,920.0,6670.0,21.23,100.3,535.3,1740.95,334.56,285.48,399.63,3295.92,6291.6,3395.31,50.7
FIN000135,CON004,Lisa Carter,RG04,2024,12,5824.37,1141.45,6965.82,5750.0,920.0,6670.0,295.82,104.4,557.27,1747.31,348.29,518.41,513.65,3684.93,6452.17,3280.89,47.1
FIN000136,CON004,Lisa Carter,RG04,2025,1,3855.99,528.62,4384.61,4400.0,704.0,5104.0,-719.39,85.9,350.77,1156.8,219.23,406.18,237.88,2370.86,4146.73,2013.75,45.9
FIN000137,CON004,Lisa Carter,RG04,2025,2,4773.22,634.38,5407.6,4400.0,704.0,5104.0,303.6,105.9,432.61,1431.97,270.38,527.37,285.47,2947.8,5122.13,2459.8,45.5
FIN000138,CON004,Lisa Carter,RG04,2025,3,5690.06,882.94,6573.0,5000.0,800.0,5800.0,773.0,113.3,525.84,1707.02,328.65,289.86,397.32,3248.69,6175.68,3324.31,50.6
FIN000139,CON004,Lisa Carter,RG04,2025,4,4448.04,571.72,5019.76,5000.0,800.0,5800.0,-780.24,86.5,401.58,1334.41,250.99,297.94,257.27,2542.19,4762.49,2477.57,49.4
FIN000140,CON004,Lisa Carter,RG04,2025,5,5069.06,967.87,6036.93,5000.0,800.0,5800.0,236.93,104.1,482.95,1520.72,301.85,229.13,435.54,2970.19,5601.39,3066.74,50.8
FIN000141,CON004,Lisa Carter,RG04,2025,6,5327.09,931.27,6258.36,5400.0,864.0,6264.0,-5.64,99.9,500.67,1598.13,312.92,277.77,419.07,3108.56,5839.29,3149.8,50.3
FIN000142,CON004,Lisa Carter,RG04,2025,7,6012.14,861.09,6873.23,5400.0,864.0,6264.0,609.23,109.7,549.86,1803.64,343.66,297.59,387.49,3382.24,6485.74,3490.99,50.8
FIN000143,CON004,Lisa Carter,RG04,2025,8,5914.22,607.67,6521.89,5400.0,864.0,6264.0,257.89,104.1,521.75,1774.27,326.09,500.39,273.45,3395.95,6248.44,3125.94,47.9
FIN000144,CON004,Lisa Carter,RG04,2025,9,5732.6,611.16,6343.76,5000.0,800.0,5800.0,543.76,109.4,507.5,1719.78,317.19,370.06,275.02,3189.55,6068.74,3154.21,49.7
FIN000145,CON004,Lisa Carter,RG04,2025,10,4395.75,1019.82,5415.57,5000.0,800.0,5800.0,-384.43,93.4,433.25,1318.72,270.78,407.18,458.92,2888.85,4956.65,2526.72,46.7
FIN000146,CON004,Lisa Carter,RG04,2025,11,4729.94,781.56,5511.5,5750.0,920.0,6670.0,-1158.5,82.6,440.92,1418.98,275.57,539.33,351.7,3026.5,5159.8,2485.0,45.1
FIN000147,CON004,Lisa Carter,RG04,2025,12,5781.09,1086.38,6867.47,5750.0,920.0,6670.0,197.47,103.0,549.4,1734.33,343.37,467.03,488.87,3583.0,6378.6,3284.47,47.8
FIN000148,CON004,Lisa Carter,RG04,2026,1,5476.03,744.32,6220.35,4400.0,704.0,5104.0,1116.35,121.9,497.63,1642.81,311.02,580.02,334.94,3366.42,5885.41,2853.93,45.9
FIN000149,CON005,Sarah Walsh,RG05,2023,1,5285.02,1409.22,6694.24,4400.0,1320.0,5720.0,974.24,117.0,535.54,1585.51,334.71,487.71,634.15,3577.62,6060.09,3116.62,46.6
FIN000150,CON005,Sarah Walsh,RG05,2023,2,4519.46,1581.81,6101.27,4400.0,1320.0,5720.0,381.27,106.7,488.1,1355.84,305.06,419.15,711.81,3279.96,5389.46,2821.31,46.2
FIN000151,CON005,Sarah Walsh,RG05,2023,3,6018.72,1719.29,7738.01,5000.0,1500.0,6500.0,1238.01,119.0,619.04,1805.62,386.9,389.87,773.68,3975.11,6964.33,3762.9,48.6
FIN000152,CON005,Sarah Walsh,RG05,2023,4,4583.18,1272.52,5855.7,5000.0,1500.0,6500.0,-644.3,90.1,468.46,1374.95,292.79,455.06,572.63,3163.89,5283.07,2691.81,46.0
FIN000153,CON005,Sarah Walsh,RG05,2023,5,5723.08,1519.17,7242.25,5000.0,1500.0,6500.0,742.25,111.4,579.38,1716.92,362.11,450.7,683.63,3792.74,6558.62,3449.51,47.6
FIN000154,CON005,Sarah Walsh,RG05,2023,6,4987.27,1209.31,6196.58,5400.0,1620.0,7020.0,-823.42,88.3,495.73,1496.18,309.83,314.29,544.19,3160.22,5652.39,3036.36,49.0
FIN000155,CON005,Sarah Walsh,RG05,2023,7,4980.27,1444.76,6425.03,5400.0,1620.0,7020.0,-594.97,91.5,514.0,1494.08,321.25,416.06,650.14,3395.53,5774.89,3029.5,47.2
FIN000156,CON005,Sarah Walsh,RG05,2023,8,4656.25,1358.79,6015.04,5400.0,1620.0,7020.0,-1004.96,85.7,481.2,1396.88,300.75,477.58,611.46,3267.87,5403.58,2747.17,45.7
FIN000157,CON005,Sarah Walsh,RG05,2023,9,5589.44,1107.81,6697.25,5000.0,1500.0,6500.0,197.25,103.0,535.78,1676.83,334.86,363.04,498.51,3409.02,6198.74,3288.23,49.1
FIN000158,CON005,Sarah Walsh,RG05,2023,10,5220.88,1424.2,6645.08,5000.0,1500.0,6500.0,145.08,102.2,531.61,1566.26,332.25,282.73,640.89,3353.74,6004.19,3291.34,49.5
FIN000159,CON005,Sarah Walsh,RG05,2023,11,5687.12,2144.01,7831.13,5750.0,1725.0,7475.0,356.13,104.8,626.49,1706.14,391.56,433.63,964.8,4122.62,6866.33,3708.51,47.4
FIN000160,CON005,Sarah Walsh,RG05,2023,12,6399.67,2094.22,8493.89,5750.0,1725.0,7475.0,1018.89,113.6,679.51,1919.9,424.69,506.24,942.4,4472.74,7551.49,4021.15,47.3
FIN000161,CON005,Sarah Walsh,RG05,2024,1,4273.15,928.67,5201.82,4400.0,1320.0,5720.0,-518.18,90.9,416.15,1281.94,260.09,340.7,417.9,2716.78,4783.92,2485.04,47.8
FIN000162,CON005,Sarah Walsh,RG05,2024,2,5011.88,1599.93,6611.81,4400.0,1320.0,5720.0,891.81,115.6,528.94,1503.56,330.59,581.37,719.97,3664.43,5891.84,2947.38,44.6
FIN000163,CON005,Sarah Walsh,RG05,2024,3,4942.8,1722.76,6665.56,5000.0,1500.0,6500.0,165.56,102.5,533.24,1482.84,333.28,418.45,775.24,3543.05,5890.32,3122.51,46.8
FIN000164,CON005,Sarah Walsh,RG05,2024,4,5357.32,1248.48,6605.8,5000.0,1500.0,6500.0,105.8,101.6,528.46,1607.2,330.29,287.77,561.82,3315.54,6043.98,3290.26,49.8
FIN000165,CON005,Sarah Walsh,RG05,2024,5,4980.63,1076.12,6056.75,5000.0,1500.0,6500.0,-443.25,93.2,484.54,1494.19,302.84,334.45,484.25,3100.27,5572.5,2956.48,48.8
FIN000166,CON005,Sarah Walsh,RG05,2024,6,5970.31,1527.0,7497.31,5400.0,1620.0,7020.0,477.31,106.8,599.78,1791.09,374.87,266.02,687.15,3718.91,6810.16,3778.4,50.4
FIN000167,CON005,Sarah Walsh,RG05,2024,7,5455.76,1258.05,6713.81,5400.0,1620.0,7020.0,-306.19,95.6,537.1,1636.73,335.69,448.9,566.12,3524.54,6147.69,3189.27,47.5
FIN000168,CON005,Sarah Walsh,RG05,2024,8,4385.53,1516.99,5902.52,5400.0,1620.0,7020.0,-1117.48,84.1,472.2,1315.66,295.13,425.76,682.65,3191.4,5219.87,2711.12,45.9
FIN000169,CON005,Sarah Walsh,RG05,2024,9,4060.98,1628.47,5689.45,5000.0,1500.0,6500.0,-810.55,87.5,455.16,1218.29,284.47,254.28,732.81,2945.01,4956.64,2744.44,48.2
FIN000170,CON005,Sarah Walsh,RG05,2024,10,5038.82,1095.26,6134.08,5000.0,1500.0,6500.0,-365.92,94.4,490.73,1511.65,306.7,351.64,492.87,3153.59,5641.21,2980.49,48.6
FIN000171,CON005,Sarah Walsh,RG05,2024,11,5147.67,1545.79,6693.46,5750.0,1725.0,7475.0,-781.54,89.5,535.48,1544.3,334.67,504.49,695.61,3614.55,5997.85,3078.91,46.0
FIN000172,CON005,Sarah Walsh,RG05,2024,12,5580.99,1985.83,7566.82,5750.0,1725.0,7475.0,91.82,101.2,605.35,1674.3,378.34,532.77,893.62,4084.38,6673.2,3482.44,46.0
FIN000173,CON005,Sarah Walsh,RG05,2025,1,4019.5,988.87,5008.37,4400.0,1320.0,5720.0,-711.63,87.6,400.67,1205.85,250.42,207.75,444.99,2509.68,4563.38,2498.69,49.9
FIN000174,CON005,Sarah Walsh,RG05,2025,2,4588.05,1715.93,6303.98,4400.0,1320.0,5720.0,583.98,110.2,504.32,1376.41,315.2,339.98,772.17,3308.08,5531.81,2995.9,47.5
FIN000175,CON005,Sarah Walsh,RG05,2025,3,5462.82,1753.11,7215.93,5000.0,1500.0,6500.0,715.93,111.0,577.27,1638.85,360.8,460.7,788.9,3826.52,6427.03,3389.41,47.0
FIN000176,CON005,Sarah Walsh,RG05,2025,4,5697.02,1904.65,7601.67,5000.0,1500.0,6500.0,1101.67,116.9,608.13,1709.11,380.08,279.74,857.09,3834.15,6744.58,3767.52,49.6
FIN000177,CON005,Sarah Walsh,RG05,2025,5,4045.86,1187.14,5233.0,5000.0,1500.0,6500.0,-1267.0,80.5,418.64,1213.76,261.65,250.49,534.21,2678.75,4698.79,2554.25,48.8
FIN000178,CON005,Sarah Walsh,RG05,2025,6,5946.78,1682.18,7628.96,5400.0,1620.0,7020.0,608.96,108.7,610.32,1784.03,381.45,287.19,756.98,3819.97,6871.98,3808.99,49.9
FIN000179,CON005,Sarah Walsh,RG05,2025,7,6019.7,1879.42,7899.12,5400.0,1620.0,7020.0,879.12,112.5,631.93,1805.91,394.96,267.12,845.74,3945.66,7053.38,3953.46,50.0
FIN000180,CON005,Sarah Walsh,RG05,2025,8,5795.61,1860.98,7656.59,5400.0,1620.0,7020.0,636.59,109.1,612.53,1738.68,382.83,245.81,837.44,3817.29,6819.15,3839.3,50.1
FIN000181,CON005,Sarah Walsh,RG05,2025,9,5843.43,1918.25,7761.68,5000.0,1500.0,6500.0,1261.68,119.4,620.93,1753.03,388.08,243.24,863.21,3868.49,6898.47,3893.19,50.2
FIN000182,CON005,Sarah Walsh,RG05,2025,10,4057.78,1330.76,5388.54,5000.0,1500.0,6500.0,-1111.46,82.9,431.08,1217.33,269.43,470.94,598.84,2987.62,4789.7,2400.92,44.6
FIN000183,CON005,Sarah Walsh,RG05,2025,11,7079.27,1618.04,8697.31,5750.0,1725.0,7475.0,1222.31,116.4,695.78,2123.78,434.87,486.01,728.12,4468.56,7969.19,4228.75,48.6
FIN000184,CON005,Sarah Walsh,RG05,2025,12,4796.64,1922.29,6718.93,5750.0,1725.0,7475.0,-756.07,89.9,537.51,1438.99,335.95,450.9,865.03,3628.38,5853.9,3090.55,46.0
FIN000185,CON005,Sarah Walsh,RG05,2026,1,3721.76,1535.8,5257.56,4400.0,1320.0,5720.0,-462.44,91.9,420.6,1116.53,262.88,540.12,691.11,3031.24,4566.45,2226.32,42.3
FIN000186,CON006,Anna Singh,RG06,2023,1,3767.05,543.93,4310.98,3520.0,704.0,4224.0,86.98,102.1,344.88,1130.12,215.55,593.54,244.77,2528.86,4066.21,1782.12,41.3
FIN000187,CON006,Anna Singh,RG06,2023,2,4055.69,639.46,4695.15,3520.0,704.0,4224.0,471.15,111.2,375.61,1216.71,234.76,371.35,287.76,2486.19,4407.39,2208.96,47.0
FIN000188,CON006,Anna Singh,RG06,2023,3,3867.03,802.86,4669.89,4000.0,800.0,4800.0,-130.11,97.3,373.59,1160.11,233.49,336.49,361.29,2464.97,4308.6,2204.92,47.2
FIN000189,CON006,Anna Singh,RG06,2023,4,4729.24,954.72,5683.96,4000.0,800.0,4800.0,883.96,118.4,454.72,1418.77,284.2,242.22,429.62,2829.53,5254.34,2854.43,50.2
FIN000190,CON006,Anna Singh,RG06,2023,5,4929.42,865.08,5794.5,4000.0,800.0,4800.0,994.5,120.7,463.56,1478.83,289.73,531.48,389.29,3152.89,5405.21,2641.61,45.6
FIN000191,CON006,Anna Singh,RG06,2023,6,4831.01,830.56,5661.57,4320.0,864.0,5184.0,477.57,109.2,452.93,1449.3,283.08,493.52,373.75,3052.58,5287.82,2608.99,46.1
FIN000192,CON006,Anna Singh,RG06,2023,7,5332.88,744.81,6077.69,4320.0,864.0,5184.0,893.69,117.2,486.22,1599.86,303.88,523.28,335.16,3248.4,5742.53,2829.29,46.6
FIN000193,CON006,Anna Singh,RG06,2023,8,4502.21,855.45,5357.66,4320.0,864.0,5184.0,173.66,103.3,428.61,1350.66,267.88,374.23,384.95,2806.33,4972.71,2551.33,47.6
FIN000194,CON006,Anna Singh,RG06,2023,9,4515.85,688.83,5204.68,4000.0,800.0,4800.0,404.68,108.4,416.37,1354.76,260.23,540.69,309.97,2882.02,4894.71,2322.66,44.6
FIN000195,CON006,Anna Singh,RG06,2023,10,4695.32,601.6,5296.92,4000.0,800.0,4800.0,496.92,110.4,423.75,1408.6,264.85,552.65,270.72,2920.57,5026.2,2376.35,44.9
FIN000196,CON006,Anna Singh,RG06,2023,11,4184.8,900.52,5085.32,4600.0,920.0,5520.0,-434.68,92.1,406.83,1255.44,254.27,444.13,405.23,2765.9,4680.09,2319.42,45.6
FIN000197,CON006,Anna Singh,RG06,2023,12,4464.51,659.84,5124.35,4600.0,920.0,5520.0,-395.65,92.8,409.95,1339.35,256.22,540.38,296.93,2842.83,4827.42,2281.52,44.5
FIN000198,CON006,Anna Singh,RG06,2024,1,3104.03,582.4,3686.43,3520.0,704.0,4224.0,-537.57,87.3,294.91,931.21,184.32,519.13,262.08,2191.65,3424.35,1494.78,40.5
FIN000199,CON006,Anna Singh,RG06,2024,2,3355.1,864.65,4219.75,3520.0,704.0,4224.0,-4.25,99.9,337.58,1006.53,210.99,480.47,389.09,2424.66,3830.66,1795.09,42.5
FIN000200,CON006,Anna Singh,RG06,2024,3,3697.28,564.87,4262.15,4000.0,800.0,4800.0,-537.85,88.8,340.97,1109.18,213.11,579.23,254.19,2496.68,4007.96,1765.47,41.4
FIN000201,CON006,Anna Singh,RG06,2024,4,3354.1,905.64,4259.74,4000.0,800.0,4800.0,-540.26,88.7,340.78,1006.23,212.99,395.43,407.54,2362.97,3852.2,1896.77,44.5
FIN000202,CON006,Anna Singh,RG06,2024,5,4564.7,891.49,5456.19,4000.0,800.0,4800.0,656.19,113.7,436.5,1369.41,272.81,458.36,401.17,2938.25,5055.02,2517.94,46.1
FIN000203,CON006,Anna Singh,RG06,2024,6,4410.16,1015.86,5426.02,4320.0,864.0,5184.0,242.02,104.7,434.08,1323.05,271.3,237.22,457.14,2722.79,4968.88,2703.23,49.8
FIN000204,CON006,Anna Singh,RG06,2024,7,3886.78,963.42,4850.2,4320.0,864.0,5184.0,-333.8,93.6,388.02,1166.03,242.51,322.48,433.54,2552.58,4416.66,2297.62,47.4
FIN000205,CON006,Anna Singh,RG06,2024,8,4586.54,850.14,5436.68,4320.0,864.0,5184.0,252.68,104.9,434.93,1375.96,271.83,412.37,382.56,2877.65,5054.12,2559.03,47.1
FIN000206,CON006,Anna Singh,RG06,2024,9,3965.91,918.05,4883.96,4000.0,800.0,4800.0,83.96,101.7,390.72,1189.77,244.2,332.32,413.12,2570.13,4470.84,2313.83,47.4
FIN000207,CON006,Anna Singh,RG06,2024,10,4465.14,690.04,5155.18,4000.0,800.0,4800.0,355.18,107.4,412.41,1339.54,257.76,300.56,310.52,2620.79,4844.66,2534.39,49.2
FIN000208,CON006,Anna Singh,RG06,2024,11,3929.76,750.31,4680.07,4600.0,920.0,5520.0,-839.93,84.8,374.41,1178.93,234.0,247.82,337.64,2372.8,4342.43,2307.27,49.3
FIN000209,CON006,Anna Singh,RG06,2024,12,4789.24,1064.73,5853.97,4600.0,920.0,5520.0,333.97,106.1,468.32,1436.77,292.7,274.06,479.13,2950.98,5374.84,2902.99,49.6
FIN000210,CON006,Anna Singh,RG06,2025,1,3158.75,697.33,3856.08,3520.0,704.0,4224.0,-367.92,91.3,308.49,947.62,192.8,489.83,313.8,2252.54,3542.28,1603.54,41.6
FIN000211,CON006,Anna Singh,RG06,2025,2,4362.95,714.41,5077.36,3520.0,704.0,4224.0,853.36,120.2,406.19,1308.88,253.87,313.2,321.48,2603.62,4755.88,2473.74,48.7
FIN000212,CON006,Anna Singh,RG06,2025,3,3380.95,653.18,4034.13,4000.0,800.0,4800.0,-765.87,84.0,322.73,1014.28,201.71,290.99,293.93,2123.64,3740.2,1910.49,47.4
FIN000213,CON006,Anna Singh,RG06,2025,4,3522.99,566.79,4089.78,4000.0,800.0,4800.0,-710.22,85.2,327.18,1056.9,204.49,413.65,255.06,2257.28,3834.72,1832.5,44.8
FIN000214,CON006,Anna Singh,RG06,2025,5,3693.76,1027.66,4721.42,4000.0,800.0,4800.0,-78.58,98.4,377.71,1108.13,236.07,421.34,462.45,2605.7,4258.97,2115.72,44.8
FIN000215,CON006,Anna Singh,RG06,2025,6,4811.78,670.26,5482.04,4320.0,864.0,5184.0,298.04,105.7,438.56,1443.53,274.1,547.38,301.62,3005.19,5180.42,2476.85,45.2
FIN000216,CON006,Anna Singh,RG06,2025,7,4410.27,1057.22,5467.49,4320.0,864.0,5184.0,283.49,105.5,437.4,1323.08,273.37,429.63,475.75,2939.23,4991.74,2528.26,46.2
FIN000217,CON006,Anna Singh,RG06,2025,8,4368.51,833.14,5201.65,4320.0,864.0,5184.0,17.65,100.3,416.13,1310.55,260.08,273.75,374.91,2635.42,4826.74,2566.23,49.3
FIN000218,CON006,Anna Singh,RG06,2025,9,3292.48,1011.71,4304.19,4000.0,800.0,4800.0,-495.81,89.7,344.34,987.74,215.21,391.09,455.27,2393.65,3848.92,1910.54,44.4
FIN000219,CON006,Anna Singh,RG06,2025,10,4679.81,752.34,5432.15,4000.0,800.0,4800.0,632.15,113.2,434.57,1403.94,271.61,229.63,338.55,2678.3,5093.6,2753.85,50.7
FIN000220,CON006,Anna Singh,RG06,2025,11,4982.95,673.59,5656.54,4600.0,920.0,5520.0,136.54,102.5,452.52,1494.88,282.83,259.68,303.12,2793.03,5353.42,2863.51,50.6
FIN000221,CON006,Anna Singh,RG06,2025,12,4845.08,811.72,5656.8,4600.0,920.0,5520.0,136.8,102.5,452.54,1453.52,282.84,597.57,365.27,3151.74,5291.53,2505.06,44.3
FIN000222,CON006,Anna Singh,RG06,2026,1,3003.63,815.7,3819.33,3520.0,704.0,4224.0,-404.67,90.4,305.55,901.09,190.97,442.53,367.07,2207.21,3452.26,1612.12,42.2
FIN000223,CON007,Kate Okoye,RG07,2023,1,4577.1,882.2,5459.3,3960.0,1056.0,5016.0,443.3,108.8,436.74,1373.13,272.97,409.03,396.99,2888.86,5062.31,2570.44,47.1
FIN000224,CON007,Kate Okoye,RG07,2023,2,3970.82,1019.71,4990.53,3960.0,1056.0,5016.0,-25.47,99.5,399.24,1191.25,249.53,544.07,458.87,2842.96,4531.66,2147.57,43.0
FIN000225,CON007,Kate Okoye,RG07,2023,3,5604.81,1059.87,6664.68,4500.0,1200.0,5700.0,964.68,116.9,533.17,1681.44,333.23,448.41,476.94,3473.19,6187.74,3191.49,47.9
FIN000226,CON007,Kate Okoye,RG07,2023,4,4834.5,1372.86,6207.36,4500.0,1200.0,5700.0,507.36,108.9,496.59,1450.35,310.37,579.04,617.79,3454.14,5589.57,2753.22,44.4
FIN000227,CON007,Kate Okoye,RG07,2023,5,4020.77,991.94,5012.71,4500.0,1200.0,5700.0,-687.29,87.9,401.02,1206.23,250.64,464.17,446.37,2768.43,4566.34,2244.28,44.8
FIN000228,CON007,Kate Okoye,RG07,2023,6,4231.48,1042.36,5273.84,4860.0,1296.0,6156.0,-882.16,85.7,421.91,1269.44,263.69,230.03,469.06,2654.13,4804.78,2619.71,49.7
FIN000229,CON007,Kate Okoye,RG07,2023,7,3893.85,1257.51,5151.36,4860.0,1296.0,6156.0,-1004.64,83.7,412.11,1168.15,257.57,437.52,565.88,2841.23,4585.48,2310.13,44.8
FIN000230,CON007,Kate Okoye,RG07,2023,8,4524.98,1087.2,5612.18,4860.0,1296.0,6156.0,-543.82,91.2,448.97,1357.49,280.61,482.78,489.24,3059.09,5122.94,2553.09,45.5
FIN000231,CON007,Kate Okoye,RG07,2023,9,5023.55,1166.9,6190.45,4500.0,1200.0,5700.0,490.45,108.6,495.24,1507.07,309.52,474.95,525.11,3311.89,5665.34,2878.56,46.5
FIN000232,CON007,Kate Okoye,RG07,2023,10,5470.92,1407.24,6878.16,4500.0,1200.0,5700.0,1178.16,120.7,550.25,1641.28,343.91,450.02,633.26,3618.72,6244.9,3259.44,47.4
FIN000233,CON007,Kate Okoye,RG07,2023,11,5679.73,1739.08,7418.81,5175.0,1380.0,6555.0,863.81,113.2,593.5,1703.92,370.94,370.06,782.59,3821.01,6636.22,3597.8,48.5
FIN000234,CON007,Kate Okoye,RG07,2023,12,5408.15,1502.24,6910.39,5175.0,1380.0,6555.0,355.39,105.4,552.83,1622.44,345.52,563.36,676.01,3760.16,6234.38,3150.23,45.6
FIN000235,CON007,Kate Okoye,RG07,2024,1,4641.06,784.45,5425.51,3960.0,1056.0,5016.0,409.51,108.2,434.04,1392.32,271.28,266.37,353.0,2717.01,5072.51,2708.5,49.9
FIN000236,CON007,Kate Okoye,RG07,2024,2,3716.16,1213.74,4929.9,3960.0,1056.0,5016.0,-86.1,98.3,394.39,1114.85,246.5,427.68,546.18,2729.6,4383.72,2200.3,44.6
FIN000237,CON007,Kate Okoye,RG07,2024,3,4184.44,929.53,5113.97,4500.0,1200.0,5700.0,-586.03,89.7,409.12,1255.33,255.7,475.47,418.29,2813.91,4695.68,2300.06,45.0
FIN000238,CON007,Kate Okoye,RG07,2024,4,5016.96,1518.73,6535.69,4500.0,1200.0,5700.0,835.69,114.7,522.86,1505.09,326.78,400.19,683.43,3438.35,5852.26,3097.34,47.4
FIN000239,CON007,Kate Okoye,RG07,2024,5,4599.94,897.92,5497.86,4500.0,1200.0,5700.0,-202.14,96.5,439.83,1379.98,274.89,215.94,404.06,2714.7,5093.8,2783.16,50.6
FIN000240,CON007,Kate Okoye,RG07,2024,6,4832.85,1157.84,5990.69,4860.0,1296.0,6156.0,-165.31,97.3,479.26,1449.86,299.53,300.15,521.03,3049.83,5469.66,2940.86,49.1
FIN000241,CON007,Kate Okoye,RG07,2024,7,4087.73,1655.18,5742.91,4860.0,1296.0,6156.0,-413.09,93.3,459.43,1226.32,287.15,534.38,744.83,3252.11,4998.08,2490.8,43.4
FIN000242,CON007,Kate Okoye,RG07,2024,8,5145.96,1646.53,6792.49,4860.0,1296.0,6156.0,636.49,110.3,543.4,1543.79,339.62,599.83,740.94,3767.58,6051.55,3024.91,44.5
FIN000243,CON007,Kate Okoye,RG07,2024,9,4961.37,1034.05,5995.42,4500.0,1200.0,5700.0,295.42,105.2,479.63,1488.41,299.77,216.09,465.32,2949.22,5530.1,3046.2,50.8
FIN000244,CON007,Kate Okoye,RG07,2024,10,5131.44,1178.76,6310.2,4500.0,1200.0,5700.0,610.2,110.7,504.82,1539.43,315.51,460.6,530.44,3350.8,5779.76,2959.4,46.9
FIN000245,CON007,Kate Okoye,RG07,2024,11,6273.3,1116.27,7389.57,5175.0,1380.0,6555.0,834.57,112.7,591.17,1881.99,369.48,434.13,502.32,3779.09,6887.25,3610.48,48.9
FIN000246,CON007,Kate Okoye,RG07,2024,12,5618.25,1373.15,6991.4,5175.0,1380.0,6555.0,436.4,106.7,559.31,1685.47,349.57,236.5,617.92,3448.77,6373.48,3542.63,50.7
FIN000247,CON007,Kate Okoye,RG07,2025,1,3788.07,950.38,4738.45,3960.0,1056.0,5016.0,-277.55,94.5,379.08,1136.42,236.92,468.05,427.67,2648.14,4310.78,2090.31,44.1
FIN000248,CON007,Kate Okoye,RG07,2025,2,4696.48,948.16,5644.64,3960.0,1056.0,5016.0,628.64,112.5,451.57,1408.94,282.23,477.47,426.67,3046.88,5217.97,2597.76,46.0
FIN000249,CON007,Kate Okoye,RG07,2025,3,4183.64,1520.54,5704.18,4500.0,1200.0,5700.0,4.18,100.1,456.33,1255.09,285.21,525.43,684.24,3206.3,5019.94,2497.88,43.8
FIN000250,CON007,Kate Okoye,RG07,2025,4,4713.95,1167.47,5881.42,4500.0,1200.0,5700.0,181.42,103.2,470.51,1414.18,294.07,325.81,525.36,3029.93,5356.06,2851.49,48.5
FIN000251,CON007,Kate Okoye,RG07,2025,5,4254.63,1538.53,5793.16,4500.0,1200.0,5700.0,93.16,101.6,463.45,1276.39,289.66,361.67,692.34,3083.51,5100.82,2709.65,46.8
FIN000252,CON007,Kate Okoye,RG07,2025,6,5013.42,1675.56,6688.98,4860.0,1296.0,6156.0,532.98,108.7,535.12,1504.03,334.45,463.06,754.0,3590.66,5934.98,3098.32,46.3
FIN000253,CON007,Kate Okoye,RG07,2025,7,5074.65,1228.54,6303.19,4860.0,1296.0,6156.0,147.19,102.4,504.26,1522.39,315.16,275.03,552.84,3169.68,5750.35,3133.51,49.7
FIN000254,CON007,Kate Okoye,RG07,2025,8,4679.21,1495.41,6174.62,4860.0,1296.0,6156.0,18.62,100.3,493.97,1403.76,308.73,450.16,672.93,3329.55,5501.69,2845.07,46.1
FIN000255,CON007,Kate Okoye,RG07,2025,9,5138.98,986.56,6125.54,4500.0,1200.0,5700.0,425.54,107.5,490.04,1541.69,306.28,419.69,443.95,3201.65,5681.59,2923.89,47.7
FIN000256,CON007,Kate Okoye,RG07,2025,10,5478.54,1155.44,6633.98,4500.0,1200.0,5700.0,933.98,116.4,530.72,1643.56,331.7,479.3,519.95,3505.23,6114.03,3128.75,47.2
FIN000257,CON007,Kate Okoye,RG07,2025,11,4422.77,1771.77,6194.54,5175.0,1380.0,6555.0,-360.46,94.5,495.56,1326.83,309.73,443.55,797.3,3372.97,5397.24,2821.57,45.5
FIN000258,CON007,Kate Okoye,RG07,2025,12,4697.26,1097.14,5794.4,5175.0,1380.0,6555.0,-760.6,88.4,463.55,1409.18,289.72,420.34,493.71,3076.5,5300.69,2717.9,46.9
FIN000259,CON007,Kate Okoye,RG07,2026,1,4152.11,798.26,4950.37,3960.0,1056.0,5016.0,-65.63,98.7,396.03,1245.63,247.52,596.9,359.22,2845.3,4591.15,2105.07,42.5
FIN000260,CON008,Helen Chen,RG08,2023,1,4262.08,687.72,4949.8,3520.0,704.0,4224.0,725.8,117.2,395.98,1278.62,247.49,246.99,309.47,2478.55,4640.33,2471.25,49.9
FIN000261,CON008,Helen Chen,RG08,2023,2,4134.11,703.31,4837.42,3520.0,704.0,4224.0,613.42,114.5,386.99,1240.23,241.87,486.64,316.49,2672.22,4520.93,2165.2,44.8
