TrainingID,StylistID,StylistName,ConsultantID,RegionID,CertificationLevel,Module,TrainingDate,PassDate,ExpiryDate,Score_Pct,CertStatus,DistinctionAchieved
TRN000181,STY016,Liam Wilson,CON005,RG05,Senior Stylist,Mentoring Skills,2022-04-20,2022-05-28,2024-05-27,86.5,Expired,Yes
TRN000182,STY016,Liam Wilson,CON005,RG05,Senior Stylist,Workshop Facilitation,2022-04-20,2022-05-28,2024-05-27,86.5,Expired,Yes
TRN000183,STY016,Liam Wilson,CON005,RG05,Senior Stylist,Corporate Clients,2022-04-20,2022-05-28,2024-05-27,86.5,Expired,Yes
TRN000184,STY016,Liam Wilson,CON005,RG05,Senior Stylist,Advanced Draping,2022-04-20,2022-05-28,2024-05-27,86.5,Expired,Yes
TRN000185,STY017,Oliver Moore,CON005,RG05,Level 1 — Colour,Colour Theory Fundamentals,2020-11-03,2020-12-20,2022-12-20,75.8,Expired,No
TRN000186,STY017,Oliver Moore,CON005,RG05,Level 1 — Colour,Seasonal Analysis Basics,2020-11-03,2020-12-20,2022-12-20,75.8,Expired,No
TRN000187,STY017,Oliver Moore,CON005,RG05,Level 1 — Colour,Draping Technique,2020-11-03,2020-12-20,2022-12-20,75.8,Expired,No
TRN000188,STY017,Oliver Moore,CON005,RG05,Level 1 — Colour,Client Communication,2020-11-03,2020-12-20,2022-12-20,75.8,Expired,No
TRN000189,STY018,Harry Anderson,CON006,RG06,Level 1 — Colour,Colour Theory Fundamentals,2018-03-19,2018-04-02,2020-04-01,89.1,Expired,Yes
TRN000190,STY018,Harry Anderson,CON006,RG06,Level 1 — Colour,Seasonal Analysis Basics,2018-03-19,2018-04-02,2020-04-01,89.1,Expired,Yes
TRN000191,STY018,Harry Anderson,CON006,RG06,Level 1 — Colour,Draping Technique,2018-03-19,2018-04-02,2020-04-01,89.1,Expired,Yes
TRN000192,STY018,Harry Anderson,CON006,RG06,Level 1 — Colour,Client Communication,2018-03-19,2018-04-02,2020-04-01,89.1,Expired,Yes
TRN000193,STY019,Sam Thomas,CON006,RG06,Level 1 — Colour,Colour Theory Fundamentals,2018-09-01,2018-10-28,2020-10-27,95.4,Expired,Yes
TRN000194,STY019,Sam Thomas,CON006,RG06,Level 1 — Colour,Seasonal Analysis Basics,2018-09-01,2018-10-28,2020-10-27,95.4,Expired,Yes
TRN000195,STY019,Sam Thomas,CON006,RG06,Level 1 — Colour,Draping Technique,2018-09-01,2018-10-28,2020-10-27,95.4,Expired,Yes
TRN000196,STY019,Sam Thomas,CON006,RG06,Level 1 — Colour,Client Communication,2018-09-01,2018-10-28,2020-10-27,95.4,Expired,Yes
TRN000197,STY019,Sam Thomas,CON006,RG06,Level 2 — Style,Body Shape Analysis,2019-03-21,2019-04-21,2021-04-20,91.8,Expired,Yes
TRN000198,STY019,Sam Thomas,CON006,RG06,Level 2 — Style,Clothing Lines & Textures,2019-03-21,2019-04-21,2021-04-20,91.8,Expired,Yes
TRN000199,STY019,Sam Thomas,CON006,RG06,Level 2 — Style,Style Archetypes,2019-03-21,2019-04-21,2021-04-20,91.8,Expired,Yes
TRN000200,STY019,Sam Thomas,CON006,RG06,Level 2 — Style,Wardrobe Building,2019-03-21,2019-04-21,2021-04-20,91.8,Expired,Yes
TRN000201,STY020,Zoe Jackson,CON007,RG07,Level 1 — Colour,Colour Theory Fundamentals,2024-04-05,2024-04-26,2026-04-26,77.1,Active,No
TRN000202,STY020,Zoe Jackson,CON007,RG07,Level 1 — Colour,Seasonal Analysis Basics,2024-04-05,2024-04-26,2026-04-26,77.1,Active,No
TRN000203,STY020,Zoe Jackson,CON007,RG07,Level 1 — Colour,Draping Technique,2024-04-05,2024-04-26,2026-04-26,77.1,Active,No
TRN000204,STY020,Zoe Jackson,CON007,RG07,Level 1 — Colour,Client Communication,2024-04-05,2024-04-26,2026-04-26,77.1,Active,No
TRN000205,STY020,Zoe Jackson,CON007,RG07,Level 2 — Style,Body Shape Analysis,2024-09-27,2024-11-09,2026-11-09,68.1,Active,No
TRN000206,STY020,Zoe Jackson,CON007,RG07,Level 2 — Style,Clothing Lines & Textures,2024-09-27,2024-11-09,2026-11-09,68.1,Active,No
TRN000207,STY020,Zoe Jackson,CON007,RG07,Level 2 — Style,Style Archetypes,2024-09-27,2024-11-09,2026-11-09,68.1,Active,No
TRN000208,STY020,Zoe Jackson,CON007,RG07,Level 2 — Style,Wardrobe Building,2024-09-27,2024-11-09,2026-11-09,68.1,Active,No
TRN000209,STY021,Amy White,CON007,RG07,Level 1 — Colour,Colour Theory Fundamentals,2024-02-22,2024-04-22,2026-04-22,76.2,Active,No
TRN000210,STY021,Amy White,CON007,RG07,Level 1 — Colour,Seasonal Analysis Basics,2024-02-22,2024-04-22,2026-04-22,76.2,Active,No
TRN000211,STY021,Amy White,CON007,RG07,Level 1 — Colour,Draping Technique,2024-02-22,2024-04-22,2026-04-22,76.2,Active,No
TRN000212,STY021,Amy White,CON007,RG07,Level 1 — Colour,Client Communication,2024-02-22,2024-04-22,2026-04-22,76.2,Active,No
TRN000213,STY022,Lucy Harris,CON007,RG07,Level 1 — Colour,Colour Theory Fundamentals,2019-10-23,2019-11-17,2021-11-16,83.7,Expired,No
TRN000214,STY022,Lucy Harris,CON007,RG07,Level 1 — Colour,Seasonal Analysis Basics,2019-10-23,2019-11-17,2021-11-16,83.7,Expired,No
TRN000215,STY022,Lucy Harris,CON007,RG07,Level 1 — Colour,Draping Technique,2019-10-23,2019-11-17,2021-11-16,83.7,Expired,No
TRN000216,STY022,Lucy Harris,CON007,RG07,Level 1 — Colour,Client Communication,2019-10-23,2019-11-17,2021-11-16,83.7,Expired,No
TRN000217,STY022,Lucy Harris,CON007,RG07,Level 2 — Style,Body Shape Analysis,2020-04-07,2020-05-31,2022-05-31,77.3,Expired,No
TRN000218,STY022,Lucy Harris,CON007,RG07,Level 2 — Style,Clothing Lines & Textures,2020-04-07,2020-05-31,2022-05-31,77.3,Expired,No
TRN000219,STY022,Lucy Harris,CON007,RG07,Level 2 — Style,Style Archetypes,2020-04-07,2020-05-31,2022-05-31,77.3,Expired,No
TRN000220,STY022,Lucy Harris,CON007,RG07,Level 2 — Style,Wardrobe Building,2020-04-07,2020-05-31,2022-05-31,77.3,Expired,No
TRN000221,STY022,Lucy Harris,CON007,RG07,Level 3 — Full Stylist,Advanced Colour,2020-10-21,2020-12-06,2022-12-06,86.9,Expired,Yes
TRN000222,STY022,Lucy Harris,CON007,RG07,Level 3 — Full Stylist,Advanced Style,2020-10-21,2020-12-06,2022-12-06,86.9,Expired,Yes
TRN000223,STY022,Lucy Harris,CON007,RG07,Level 3 — Full Stylist,Makeup Integration,2020-10-21,2020-12-06,2022-12-06,86.9,Expired,Yes
TRN000224,STY022,Lucy Harris,CON007,RG07,Level 3 — Full Stylist,Business Development,2020-10-21,2020-12-06,2022-12-06,86.9,Expired,Yes
TRN000225,STY023,Natalie Martin,CON008,RG08,Level 1 — Colour,Colour Theory Fundamentals,2022-07-16,2022-08-22,2024-08-21,91.6,Expired,Yes
TRN000226,STY023,Natalie Martin,CON008,RG08,Level 1 — Colour,Seasonal Analysis Basics,2022-07-16,2022-08-22,2024-08-21,91.6,Expired,Yes
TRN000227,STY023,Natalie Martin,CON008,RG08,Level 1 — Colour,Draping Technique,2022-07-16,2022-08-22,2024-08-21,91.6,Expired,Yes
TRN000228,STY023,Natalie Martin,CON008,RG08,Level 1 — Colour,Client Communication,2022-07-16,2022-08-22,2024-08-21,91.6,Expired,Yes
TRN000229,STY023,Natalie Martin,CON008,RG08,Level 2 — Style,Body Shape Analysis,2023-01-25,2023-03-13,2025-03-12,96.5,Expired,Yes
TRN000230,STY023,Natalie Martin,CON008,RG08,Level 2 — Style,Clothing Lines & Textures,2023-01-25,2023-03-13,2025-03-12,96.5,Expired,Yes
TRN000231,STY023,Natalie Martin,CON008,RG08,Level 2 — Style,Style Archetypes,2023-01-25,2023-03-13,2025-03-12,96.5,Expired,Yes
TRN000232,STY023,Natalie Martin,CON008,RG08,Level 2 — Style,Wardrobe Building,2023-01-25,2023-03-13,2025-03-12,96.5,Expired,Yes
TRN000233,STY023,Natalie Martin,CON008,RG08,Level 3 — Full Stylist,Advanced Colour,2023-07-26,2023-08-29,2025-08-28,83.1,Expired,No
TRN000234,STY023,Natalie Martin,CON008,RG08,Level 3 — Full Stylist,Advanced Style,2023-07-26,2023-08-29,2025-08-28,83.1,Expired,No
TRN000235,STY023,Natalie Martin,CON008,RG08,Level 3 — Full Stylist,Makeup Integration,2023-07-26,2023-08-29,2025-08-28,83.1,Expired,No
TRN000236,STY023,Natalie Martin,CON008,RG08,Level 3 — Full Stylist,Business Development,2023-07-26,2023-08-29,2025-08-28,83.1,Expired,No
TRN000237,STY024,Charlotte Thompson,CON008,RG08,Level 1 — Colour,Colour Theory Fundamentals,2024-07-21,2024-08-27,2026-08-27,95.2,Active,Yes
TRN000238,STY024,Charlotte Thompson,CON008,RG08,Level 1 — Colour,Seasonal Analysis Basics,2024-07-21,2024-08-27,2026-08-27,95.2,Active,Yes
TRN000239,STY024,Charlotte Thompson,CON008,RG08,Level 1 — Colour,Draping Technique,2024-07-21,2024-08-27,2026-08-27,95.2,Active,Yes
TRN000240,STY024,Charlotte Thompson,CON008,RG08,Level 1 — Colour,Client Communication,2024-07-21,2024-08-27,2026-08-27,95.2,Active,Yes
TRN000241,STY025,Jessica Garcia,CON009,RG09,Level 1 — Colour,Colour Theory Fundamentals,2022-07-06,2022-08-08,2024-08-07,75.4,Expired,No
TRN000242,STY025,Jessica Garcia,CON009,RG09,Level 1 — Colour,Seasonal Analysis Basics,2022-07-06,2022-08-08,2024-08-07,75.4,Expired,No
TRN000243,STY025,Jessica Garcia,CON009,RG09,Level 1 — Colour,Draping Technique,2022-07-06,2022-08-08,2024-08-07,75.4,Expired,No
TRN000244,STY025,Jessica Garcia,CON009,RG09,Level 1 — Colour,Client Communication,2022-07-06,2022-08-08,2024-08-07,75.4,Expired,No
TRN000245,STY025,Jessica Garcia,CON009,RG09,Level 2 — Style,Body Shape Analysis,2022-12-14,2023-02-02,2025-02-01,97.4,Expired,Yes
TRN000246,STY025,Jessica Garcia,CON009,RG09,Level 2 — Style,Clothing Lines & Textures,2022-12-14,2023-02-02,2025-02-01,97.4,Expired,Yes
TRN000247,STY025,Jessica Garcia,CON009,RG09,Level 2 — Style,Style Archetypes,2022-12-14,2023-02-02,2025-02-01,97.4,Expired,Yes
TRN000248,STY025,Jessica Garcia,CON009,RG09,Level 2 — Style,Wardrobe Building,2022-12-14,2023-02-02,2025-02-01,97.4,Expired,Yes
TRN000249,STY026,Priya Robinson,CON009,RG09,Level 1 — Colour,Colour Theory Fundamentals,2023-02-23,2023-04-24,2025-04-23,83.1,Expired,No
TRN000250,STY026,Priya Robinson,CON009,RG09,Level 1 — Colour,Seasonal Analysis Basics,2023-02-23,2023-04-24,2025-04-23,83.1,Expired,No
TRN000251,STY026,Priya Robinson,CON009,RG09,Level 1 — Colour,Draping Technique,2023-02-23,2023-04-24,2025-04-23,83.1,Expired,No
TRN000252,STY026,Priya Robinson,CON009,RG09,Level 1 — Colour,Client Communication,2023-02-23,2023-04-24,2025-04-23,83.1,Expired,No
TRN000253,STY026,Priya Robinson,CON009,RG09,Level 2 — Style,Body Shape Analysis,2023-08-22,2023-10-09,2025-10-08,91.7,Expired,Yes
TRN000254,STY026,Priya Robinson,CON009,RG09,Level 2 — Style,Clothing Lines & Textures,2023-08-22,2023-10-09,2025-10-08,91.7,Expired,Yes
TRN000255,STY026,Priya Robinson,CON009,RG09,Level 2 — Style,Style Archetypes,2023-08-22,2023-10-09,2025-10-08,91.7,Expired,Yes
TRN000256,STY026,Priya Robinson,CON009,RG09,Level 2 — Style,Wardrobe Building,2023-08-22,2023-10-09,2025-10-08,91.7,Expired,Yes
TRN000257,STY026,Priya Robinson,CON009,RG09,Level 3 — Full Stylist,Advanced Colour,2024-02-20,2024-04-16,2026-04-16,82.7,Active,No
TRN000258,STY026,Priya Robinson,CON009,RG09,Level 3 — Full Stylist,Advanced Style,2024-02-20,2024-04-16,2026-04-16,82.7,Active,No
TRN000259,STY026,Priya Robinson,CON009,RG09,Level 3 — Full Stylist,Makeup Integration,2024-02-20,2024-04-16,2026-04-16,82.7,Active,No
TRN000260,STY026,Priya Robinson,CON009,RG09,Level 3 — Full Stylist,Business Development,2024-02-20,2024-04-16,2026-04-16,82.7,Active,No
TRN000261,STY026,Priya Robinson,CON009,RG09,Senior Stylist,Mentoring Skills,2024-08-31,2024-09-24,2026-09-24,76.2,Active,No
TRN000262,STY026,Priya Robinson,CON009,RG09,Senior Stylist,Workshop Facilitation,2024-08-31,2024-09-24,2026-09-24,76.2,Active,No
TRN000263,STY026,Priya Robinson,CON009,RG09,Senior Stylist,Corporate Clients,2024-08-31,2024-09-24,2026-09-24,76.2,Active,No
TRN000264,STY026,Priya Robinson,CON009,RG09,Senior Stylist,Advanced Draping,2024-08-31,2024-09-24,2026-09-24,76.2,Active,No
TRN000265,STY026,Priya Robinson,CON009,RG09,Master Stylist,Master Practitioner,2025-03-09,2025-04-30,2027-04-30,81.1,Active,No
TRN000266,STY026,Priya Robinson,CON009,RG09,Master Stylist,Training Others,2025-03-09,2025-04-30,2027-04-30,81.1,Active,No
TRN000267,STY026,Priya Robinson,CON009,RG09,Master Stylist,Quality Assessment,2025-03-09,2025-04-30,2027-04-30,81.1,Active,No
TRN000268,STY026,Priya Robinson,CON009,RG09,Master Stylist,Brand Ambassador,2025-03-09,2025-04-30,2027-04-30,81.1,Active,No
TRN000269,STY027,Aisha Clark,CON009,RG09,Level 1 — Colour,Colour Theory Fundamentals,2018-10-15,2018-12-02,2020-12-01,91.4,Expired,Yes
TRN000270,STY027,Aisha Clark,CON009,RG09,Level 1 — Colour,Seasonal Analysis Basics,2018-10-15,2018-12-02,2020-12-01,91.4,Expired,Yes
TRN000271,STY027,Aisha Clark,CON009,RG09,Level 1 — Colour,Draping Technique,2018-10-15,2018-12-02,2020-12-01,91.4,Expired,Yes
TRN000272,STY027,Aisha Clark,CON009,RG09,Level 1 — Colour,Client Communication,2018-10-15,2018-12-02,2020-12-01,91.4,Expired,Yes
TRN000273,STY027,Aisha Clark,CON009,RG09,Level 2 — Style,Body Shape Analysis,2019-04-29,2019-05-25,2021-05-24,90.1,Expired,Yes
TRN000274,STY027,Aisha Clark,CON009,RG09,Level 2 — Style,Clothing Lines & Textures,2019-04-29,2019-05-25,2021-05-24,90.1,Expired,Yes
TRN000275,STY027,Aisha Clark,CON009,RG09,Level 2 — Style,Style Archetypes,2019-04-29,2019-05-25,2021-05-24,90.1,Expired,Yes
TRN000276,STY027,Aisha Clark,CON009,RG09,Level 2 — Style,Wardrobe Building,2019-04-29,2019-05-25,2021-05-24,90.1,Expired,Yes
TRN000277,STY028,Hannah Lewis,CON009,RG09,Level 1 — Colour,Colour Theory Fundamentals,2023-12-19,2024-02-13,2026-02-12,88.1,Active,Yes
TRN000278,STY028,Hannah Lewis,CON009,RG09,Level 1 — Colour,Seasonal Analysis Basics,2023-12-19,2024-02-13,2026-02-12,88.1,Active,Yes
TRN000279,STY028,Hannah Lewis,CON009,RG09,Level 1 — Colour,Draping Technique,2023-12-19,2024-02-13,2026-02-12,88.1,Active,Yes
TRN000280,STY028,Hannah Lewis,CON009,RG09,Level 1 — Colour,Client Communication,2023-12-19,2024-02-13,2026-02-12,88.1,Active,Yes
TRN000281,STY028,Hannah Lewis,CON009,RG09,Level 2 — Style,Body Shape Analysis,2024-06-18,2024-08-04,2026-08-04,82.0,Active,No
TRN000282,STY028,Hannah Lewis,CON009,RG09,Level 2 — Style,Clothing Lines & Textures,2024-06-18,2024-08-04,2026-08-04,82.0,Active,No
TRN000283,STY028,Hannah Lewis,CON009,RG09,Level 2 — Style,Style Archetypes,2024-06-18,2024-08-04,2026-08-04,82.0,Active,No
TRN000284,STY028,Hannah Lewis,CON009,RG09,Level 2 — Style,Wardrobe Building,2024-06-18,2024-08-04,2026-08-04,82.0,Active,No
TRN000285,STY028,Hannah Lewis,CON009,RG09,Level 3 — Full Stylist,Advanced Colour,2024-12-08,2025-01-05,2027-01-05,70.0,Active,No
TRN000286,STY028,Hannah Lewis,CON009,RG09,Level 3 — Full Stylist,Advanced Style,2024-12-08,2025-01-05,2027-01-05,70.0,Active,No
TRN000287,STY028,Hannah Lewis,CON009,RG09,Level 3 — Full Stylist,Makeup Integration,2024-12-08,2025-01-05,2027-01-05,70.0,Active,No
TRN000288,STY028,Hannah Lewis,CON009,RG09,Level 3 — Full Stylist,Business Development,2024-12-08,2025-01-05,2027-01-05,70.0,Active,No
TRN000289,STY029,Laura Lee,CON010,RG10,Level 1 — Colour,Colour Theory Fundamentals,2024-03-16,2024-05-06,2026-05-06,85.2,Active,Yes
TRN000290,STY029,Laura Lee,CON010,RG10,Level 1 — Colour,Seasonal Analysis Basics,2024-03-16,2024-05-06,2026-05-06,85.2,Active,Yes
TRN000291,STY029,Laura Lee,CON010,RG10,Level 1 — Colour,Draping Technique,2024-03-16,2024-05-06,2026-05-06,85.2,Active,Yes
TRN000292,STY029,Laura Lee,CON010,RG10,Level 1 — Colour,Client Communication,2024-03-16,2024-05-06,2026-05-06,85.2,Active,Yes
TRN000293,STY029,Laura Lee,CON010,RG10,Level 2 — Style,Body Shape Analysis,2024-09-30,2024-10-28,2026-10-28,68.2,Active,No
TRN000294,STY029,Laura Lee,CON010,RG10,Level 2 — Style,Clothing Lines & Textures,2024-09-30,2024-10-28,2026-10-28,68.2,Active,No
TRN000295,STY029,Laura Lee,CON010,RG10,Level 2 — Style,Style Archetypes,2024-09-30,2024-10-28,2026-10-28,68.2,Active,No
TRN000296,STY029,Laura Lee,CON010,RG10,Level 2 — Style,Wardrobe Building,2024-09-30,2024-10-28,2026-10-28,68.2,Active,No
TRN000297,STY030,Beth Walker,CON010,RG10,Level 1 — Colour,Colour Theory Fundamentals,2021-01-08,2021-03-03,2023-03-03,69.8,Expired,No
TRN000298,STY030,Beth Walker,CON010,RG10,Level 1 — Colour,Seasonal Analysis Basics,2021-01-08,2021-03-03,2023-03-03,69.8,Expired,No
TRN000299,STY030,Beth Walker,CON010,RG10,Level 1 — Colour,Draping Technique,2021-01-08,2021-03-03,2023-03-03,69.8,Expired,No
TRN000300,STY030,Beth Walker,CON010,RG10,Level 1 — Colour,Client Communication,2021-01-08,2021-03-03,2023-03-03,69.8,Expired,No
TRN000301,STY030,Beth Walker,CON010,RG10,Level 2 — Style,Body Shape Analysis,2021-06-17,2021-07-03,2023-07-03,94.6,Expired,Yes
TRN000302,STY030,Beth Walker,CON010,RG10,Level 2 — Style,Clothing Lines & Textures,2021-06-17,2021-07-03,2023-07-03,94.6,Expired,Yes
TRN000303,STY030,Beth Walker,CON010,RG10,Level 2 — Style,Style Archetypes,2021-06-17,2021-07-03,2023-07-03,94.6,Expired,Yes
TRN000304,STY030,Beth Walker,CON010,RG10,Level 2 — Style,Wardrobe Building,2021-06-17,2021-07-03,2023-07-03,94.6,Expired,Yes
TRN000305,STY031,Michael Hall,CON011,RG01,Level 1 — Colour,Colour Theory Fundamentals,2021-02-09,2021-03-27,2023-03-27,75.4,Expired,No
TRN000306,STY031,Michael Hall,CON011,RG01,Level 1 — Colour,Seasonal Analysis Basics,2021-02-09,2021-03-27,2023-03-27,75.4,Expired,No
TRN000307,STY031,Michael Hall,CON011,RG01,Level 1 — Colour,Draping Technique,2021-02-09,2021-03-27,2023-03-27,75.4,Expired,No
TRN000308,STY031,Michael Hall,CON011,RG01,Level 1 — Colour,Client Communication,2021-02-09,2021-03-27,2023-03-27,75.4,Expired,No
TRN000309,STY032,John Allen,CON011,RG01,Level 1 — Colour,Colour Theory Fundamentals,2023-01-05,2023-02-19,2025-02-18,74.6,Expired,No
TRN000310,STY032,John Allen,CON011,RG01,Level 1 — Colour,Seasonal Analysis Basics,2023-01-05,2023-02-19,2025-02-18,74.6,Expired,No
TRN000311,STY032,John Allen,CON011,RG01,Level 1 — Colour,Draping Technique,2023-01-05,2023-02-19,2025-02-18,74.6,Expired,No
TRN000312,STY032,John Allen,CON011,RG01,Level 1 — Colour,Client Communication,2023-01-05,2023-02-19,2025-02-18,74.6,Expired,No
TRN000313,STY032,John Allen,CON011,RG01,Level 2 — Style,Body Shape Analysis,2023-06-17,2023-08-16,2025-08-15,97.0,Expired,Yes
TRN000314,STY032,John Allen,CON011,RG01,Level 2 — Style,Clothing Lines & Textures,2023-06-17,2023-08-16,2025-08-15,97.0,Expired,Yes
TRN000315,STY032,John Allen,CON011,RG01,Level 2 — Style,Style Archetypes,2023-06-17,2023-08-16,2025-08-15,97.0,Expired,Yes
TRN000316,STY032,John Allen,CON011,RG01,Level 2 — Style,Wardrobe Building,2023-06-17,2023-08-16,2025-08-15,97.0,Expired,Yes
TRN000317,STY032,John Allen,CON011,RG01,Level 3 — Full Stylist,Advanced Colour,2023-12-28,2024-02-16,2026-02-15,82.7,Active,No
TRN000318,STY032,John Allen,CON011,RG01,Level 3 — Full Stylist,Advanced Style,2023-12-28,2024-02-16,2026-02-15,82.7,Active,No
TRN000319,STY032,John Allen,CON011,RG01,Level 3 — Full Stylist,Makeup Integration,2023-12-28,2024-02-16,2026-02-15,82.7,Active,No
TRN000320,STY032,John Allen,CON011,RG01,Level 3 — Full Stylist,Business Development,2023-12-28,2024-02-16,2026-02-15,82.7,Active,No
TRN000321,STY032,John Allen,CON011,RG01,Senior Stylist,Mentoring Skills,2024-07-02,2024-08-15,2026-08-15,93.0,Active,Yes
TRN000322,STY032,John Allen,CON011,RG01,Senior Stylist,Workshop Facilitation,2024-07-02,2024-08-15,2026-08-15,93.0,Active,Yes
TRN000323,STY032,John Allen,CON011,RG01,Senior Stylist,Corporate Clients,2024-07-02,2024-08-15,2026-08-15,93.0,Active,Yes
TRN000324,STY032,John Allen,CON011,RG01,Senior Stylist,Advanced Draping,2024-07-02,2024-08-15,2026-08-15,93.0,Active,Yes
TRN000325,STY032,John Allen,CON011,RG01,Master Stylist,Master Practitioner,2024-12-10,2024-12-30,2026-12-30,71.0,Active,No
TRN000326,STY032,John Allen,CON011,RG01,Master Stylist,Training Others,2024-12-10,2024-12-30,2026-12-30,71.0,Active,No
TRN000327,STY032,John Allen,CON011,RG01,Master Stylist,Quality Assessment,2024-12-10,2024-12-30,2026-12-30,71.0,Active,No
TRN000328,STY032,John Allen,CON011,RG01,Master Stylist,Brand Ambassador,2024-12-10,2024-12-30,2026-12-30,71.0,Active,No
TRN000329,STY033,Peter Young,CON012,RG02,Level 1 — Colour,Colour Theory Fundamentals,2018-06-10,2018-07-16,2020-07-15,81.1,Expired,No
TRN000330,STY033,Peter Young,CON012,RG02,Level 1 — Colour,Seasonal Analysis Basics,2018-06-10,2018-07-16,2020-07-15,81.1,Expired,No
TRN000331,STY033,Peter Young,CON012,RG02,Level 1 — Colour,Draping Technique,2018-06-10,2018-07-16,2020-07-15,81.1,Expired,No
TRN000332,STY033,Peter Young,CON012,RG02,Level 1 — Colour,Client Communication,2018-06-10,2018-07-16,2020-07-15,81.1,Expired,No
TRN000333,STY033,Peter Young,CON012,RG02,Level 2 — Style,Body Shape Analysis,2018-12-08,2019-02-06,2021-02-05,69.7,Expired,No
TRN000334,STY033,Peter Young,CON012,RG02,Level 2 — Style,Clothing Lines & Textures,2018-12-08,2019-02-06,2021-02-05,69.7,Expired,No
TRN000335,STY033,Peter Young,CON012,RG02,Level 2 — Style,Style Archetypes,2018-12-08,2019-02-06,2021-02-05,69.7,Expired,No
TRN000336,STY033,Peter Young,CON012,RG02,Level 2 — Style,Wardrobe Building,2018-12-08,2019-02-06,2021-02-05,69.7,Expired,No
TRN000337,STY033,Peter Young,CON012,RG02,Level 3 — Full Stylist,Advanced Colour,2019-06-12,2019-08-06,2021-08-05,71.1,Expired,No
TRN000338,STY033,Peter Young,CON012,RG02,Level 3 — Full Stylist,Advanced Style,2019-06-12,2019-08-06,2021-08-05,71.1,Expired,No
TRN000339,STY033,Peter Young,CON012,RG02,Level 3 — Full Stylist,Makeup Integration,2019-06-12,2019-08-06,2021-08-05,71.1,Expired,No
TRN000340,STY033,Peter Young,CON012,RG02,Level 3 — Full Stylist,Business Development,2019-06-12,2019-08-06,2021-08-05,71.1,Expired,No
TRN000341,STY033,Peter Young,CON012,RG02,Senior Stylist,Mentoring Skills,2019-12-01,2020-01-30,2022-01-29,78.5,Expired,No
TRN000342,STY033,Peter Young,CON012,RG02,Senior Stylist,Workshop Facilitation,2019-12-01,2020-01-30,2022-01-29,78.5,Expired,No
TRN000343,STY033,Peter Young,CON012,RG02,Senior Stylist,Corporate Clients,2019-12-01,2020-01-30,2022-01-29,78.5,Expired,No
TRN000344,STY033,Peter Young,CON012,RG02,Senior Stylist,Advanced Draping,2019-12-01,2020-01-30,2022-01-29,78.5,Expired,No
TRN000345,STY033,Peter Young,CON012,RG02,Master Stylist,Master Practitioner,2020-06-13,2020-07-03,2022-07-03,75.7,Expired,No
TRN000346,STY033,Peter Young,CON012,RG02,Master Stylist,Training Others,2020-06-13,2020-07-03,2022-07-03,75.7,Expired,No
TRN000347,STY033,Peter Young,CON012,RG02,Master Stylist,Quality Assessment,2020-06-13,2020-07-03,2022-07-03,75.7,Expired,No
TRN000348,STY033,Peter Young,CON012,RG02,Master Stylist,Brand Ambassador,2020-06-13,2020-07-03,2022-07-03,75.7,Expired,No
TRN000349,STY034,Andrew King,CON012,RG02,Level 1 — Colour,Colour Theory Fundamentals,2022-01-11,2022-02-28,2024-02-28,81.9,Expired,No
TRN000350,STY034,Andrew King,CON012,RG02,Level 1 — Colour,Seasonal Analysis Basics,2022-01-11,2022-02-28,2024-02-28,81.9,Expired,No
TRN000351,STY034,Andrew King,CON012,RG02,Level 1 — Colour,Draping Technique,2022-01-11,2022-02-28,2024-02-28,81.9,Expired,No
TRN000352,STY034,Andrew King,CON012,RG02,Level 1 — Colour,Client Communication,2022-01-11,2022-02-28,2024-02-28,81.9,Expired,No
TRN000353,STY034,Andrew King,CON012,RG02,Level 2 — Style,Body Shape Analysis,2022-07-17,2022-08-11,2024-08-10,76.6,Expired,No
TRN000354,STY034,Andrew King,CON012,RG02,Level 2 — Style,Clothing Lines & Textures,2022-07-17,2022-08-11,2024-08-10,76.6,Expired,No
TRN000355,STY034,Andrew King,CON012,RG02,Level 2 — Style,Style Archetypes,2022-07-17,2022-08-11,2024-08-10,76.6,Expired,No
TRN000356,STY034,Andrew King,CON012,RG02,Level 2 — Style,Wardrobe Building,2022-07-17,2022-08-11,2024-08-10,76.6,Expired,No
TRN000357,STY035,Paul Wright,CON012,RG02,Level 1 — Colour,Colour Theory Fundamentals,2019-10-03,2019-10-21,2021-10-20,81.7,Expired,No
TRN000358,STY035,Paul Wright,CON012,RG02,Level 1 — Colour,Seasonal Analysis Basics,2019-10-03,2019-10-21,2021-10-20,81.7,Expired,No
TRN000359,STY035,Paul Wright,CON012,RG02,Level 1 — Colour,Draping Technique,2019-10-03,2019-10-21,2021-10-20,81.7,Expired,No
TRN000360,STY035,Paul Wright,CON012,RG02,Level 1 — Colour,Client Communication,2019-10-03,2019-10-21,2021-10-20,81.7,Expired,No
TRN000361,STY035,Paul Wright,CON012,RG02,Level 2 — Style,Body Shape Analysis,2020-04-20,2020-06-08,2022-06-08,71.0,Expired,No
TRN000362,STY035,Paul Wright,CON012,RG02,Level 2 — Style,Clothing Lines & Textures,2020-04-20,2020-06-08,2022-06-08,71.0,Expired,No
TRN000363,STY035,Paul Wright,CON012,RG02,Level 2 — Style,Style Archetypes,2020-04-20,2020-06-08,2022-06-08,71.0,Expired,No
TRN000364,STY035,Paul Wright,CON012,RG02,Level 2 — Style,Wardrobe Building,2020-04-20,2020-06-08,2022-06-08,71.0,Expired,No
