TargetID,ConsultantID,ConsultantName,RegionID,Year,MonthNum,ConsultationTarget_GBP,RetailTarget_GBP,TotalTarget_GBP,NewClientTarget_GBP
CON009_2025_01,CON009,Fiona Williams,RG09,2025,1,3520,1056,4576,880
CON009_2025_02,CON009,Fiona Williams,RG09,2025,2,3520,1056,4576,880
CON009_2025_03,CON009,Fiona Williams,RG09,2025,3,4000,1200,5200,1000
CON009_2025_04,CON009,Fiona Williams,RG09,2025,4,4000,1200,5200,1000
CON009_2025_05,CON009,Fiona Williams,RG09,2025,5,4000,1200,5200,1000
CON009_2025_06,CON009,Fiona Williams,RG09,2025,6,4320,1296,5616,1080
CON009_2025_07,CON009,Fiona Williams,RG09,2025,7,4320,1296,5616,1080
CON009_2025_08,CON009,Fiona Williams,RG09,2025,8,4320,1296,5616,1080
CON009_2025_09,CON009,Fiona Williams,RG09,2025,9,4000,1200,5200,1000
CON009_2025_10,CON009,Fiona Williams,RG09,2025,10,4000,1200,5200,1000
CON009_2025_11,CON009,Fiona Williams,RG09,2025,11,4600,1380,5980,1150
CON009_2025_12,CON009,Fiona Williams,RG09,2025,12,4600,1380,5980,1150
CON009_2026_01,CON009,Fiona Williams,RG09,2026,1,3520,1056,4576,880
CON009_2026_02,CON009,Fiona Williams,RG09,2026,2,3520,1056,4576,880
CON009_2026_03,CON009,Fiona Williams,RG09,2026,3,4000,1200,5200,1000
CON010_2023_01,CON010,Rachel Johnson,RG10,2023,1,3960,704,4664,990
CON010_2023_02,CON010,Rachel Johnson,RG10,2023,2,3960,704,4664,990
CON010_2023_03,CON010,Rachel Johnson,RG10,2023,3,4500,800,5300,1125
CON010_2023_04,CON010,Rachel Johnson,RG10,2023,4,4500,800,5300,1125
CON010_2023_05,CON010,Rachel Johnson,RG10,2023,5,4500,800,5300,1125
CON010_2023_06,CON010,Rachel Johnson,RG10,2023,6,4860,864,5724,1215
CON010_2023_07,CON010,Rachel Johnson,RG10,2023,7,4860,864,5724,1215
CON010_2023_08,CON010,Rachel Johnson,RG10,2023,8,4860,864,5724,1215
CON010_2023_09,CON010,Rachel Johnson,RG10,2023,9,4500,800,5300,1125
CON010_2023_10,CON010,Rachel Johnson,RG10,2023,10,4500,800,5300,1125
CON010_2023_11,CON010,Rachel Johnson,RG10,2023,11,5175,920,6095,1294
CON010_2023_12,CON010,Rachel Johnson,RG10,2023,12,5175,920,6095,1294
CON010_2024_01,CON010,Rachel Johnson,RG10,2024,1,3960,704,4664,990
CON010_2024_02,CON010,Rachel Johnson,RG10,2024,2,3960,704,4664,990
CON010_2024_03,CON010,Rachel Johnson,RG10,2024,3,4500,800,5300,1125
CON010_2024_04,CON010,Rachel Johnson,RG10,2024,4,4500,800,5300,1125
CON010_2024_05,CON010,Rachel Johnson,RG10,2024,5,4500,800,5300,1125
CON010_2024_06,CON010,Rachel Johnson,RG10,2024,6,4860,864,5724,1215
CON010_2024_07,CON010,Rachel Johnson,RG10,2024,7,4860,864,5724,1215
CON010_2024_08,CON010,Rachel Johnson,RG10,2024,8,4860,864,5724,1215
CON010_2024_09,CON010,Rachel Johnson,RG10,2024,9,4500,800,5300,1125
CON010_2024_10,CON010,Rachel Johnson,RG10,2024,10,4500,800,5300,1125
CON010_2024_11,CON010,Rachel Johnson,RG10,2024,11,5175,920,6095,1294
CON010_2024_12,CON010,Rachel Johnson,RG10,2024,12,5175,920,6095,1294
CON010_2025_01,CON010,Rachel Johnson,RG10,2025,1,3960,704,4664,990
CON010_2025_02,CON010,Rachel Johnson,RG10,2025,2,3960,704,4664,990
CON010_2025_03,CON010,Rachel Johnson,RG10,2025,3,4500,800,5300,1125
CON010_2025_04,CON010,Rachel Johnson,RG10,2025,4,4500,800,5300,1125
CON010_2025_05,CON010,Rachel Johnson,RG10,2025,5,4500,800,5300,1125
CON010_2025_06,CON010,Rachel Johnson,RG10,2025,6,4860,864,5724,1215
CON010_2025_07,CON010,Rachel Johnson,RG10,2025,7,4860,864,5724,1215
CON010_2025_08,CON010,Rachel Johnson,RG10,2025,8,4860,864,5724,1215
CON010_2025_09,CON010,Rachel Johnson,RG10,2025,9,4500,800,5300,1125
CON010_2025_10,CON010,Rachel Johnson,RG10,2025,10,4500,800,5300,1125
CON010_2025_11,CON010,Rachel Johnson,RG10,2025,11,5175,920,6095,1294
CON010_2025_12,CON010,Rachel Johnson,RG10,2025,12,5175,920,6095,1294
CON010_2026_01,CON010,Rachel Johnson,RG10,2026,1,3960,704,4664,990
CON010_2026_02,CON010,Rachel Johnson,RG10,2026,2,3960,704,4664,990
CON010_2026_03,CON010,Rachel Johnson,RG10,2026,3,4500,800,5300,1125
CON011_2023_01,CON011,James Smith,RG01,2023,1,2640,1056,3696,660
CON011_2023_02,CON011,James Smith,RG01,2023,2,2640,1056,3696,660
CON011_2023_03,CON011,James Smith,RG01,2023,3,3000,1200,4200,750
CON011_2023_04,CON011,James Smith,RG01,2023,4,3000,1200,4200,750
CON011_2023_05,CON011,James Smith,RG01,2023,5,3000,1200,4200,750
CON011_2023_06,CON011,James Smith,RG01,2023,6,3240,1296,4536,810
CON011_2023_07,CON011,James Smith,RG01,2023,7,3240,1296,4536,810
CON011_2023_08,CON011,James Smith,RG01,2023,8,3240,1296,4536,810
CON011_2023_09,CON011,James Smith,RG01,2023,9,3000,1200,4200,750
CON011_2023_10,CON011,James Smith,RG01,2023,10,3000,1200,4200,750
CON011_2023_11,CON011,James Smith,RG01,2023,11,3450,1380,4830,862
CON011_2023_12,CON011,James Smith,RG01,2023,12,3450,1380,4830,862
CON011_2024_01,CON011,James Smith,RG01,2024,1,2640,1056,3696,660
CON011_2024_02,CON011,James Smith,RG01,2024,2,2640,1056,3696,660
CON011_2024_03,CON011,James Smith,RG01,2024,3,3000,1200,4200,750
CON011_2024_04,CON011,James Smith,RG01,2024,4,3000,1200,4200,750
CON011_2024_05,CON011,James Smith,RG01,2024,5,3000,1200,4200,750
CON011_2024_06,CON011,James Smith,RG01,2024,6,3240,1296,4536,810
CON011_2024_07,CON011,James Smith,RG01,2024,7,3240,1296,4536,810
CON011_2024_08,CON011,James Smith,RG01,2024,8,3240,1296,4536,810
CON011_2024_09,CON011,James Smith,RG01,2024,9,3000,1200,4200,750
CON011_2024_10,CON011,James Smith,RG01,2024,10,3000,1200,4200,750
CON011_2024_11,CON011,James Smith,RG01,2024,11,3450,1380,4830,862
CON011_2024_12,CON011,James Smith,RG01,2024,12,3450,1380,4830,862
CON011_2025_01,CON011,James Smith,RG01,2025,1,2640,1056,3696,660
CON011_2025_02,CON011,James Smith,RG01,2025,2,2640,1056,3696,660
CON011_2025_03,CON011,James Smith,RG01,2025,3,3000,1200,4200,750
CON011_2025_04,CON011,James Smith,RG01,2025,4,3000,1200,4200,750
CON011_2025_05,CON011,James Smith,RG01,2025,5,3000,1200,4200,750
CON011_2025_06,CON011,James Smith,RG01,2025,6,3240,1296,4536,810
CON011_2025_07,CON011,James Smith,RG01,2025,7,3240,1296,4536,810
CON011_2025_08,CON011,James Smith,RG01,2025,8,3240,1296,4536,810
CON011_2025_09,CON011,James Smith,RG01,2025,9,3000,1200,4200,750
CON011_2025_10,CON011,James Smith,RG01,2025,10,3000,1200,4200,750
CON011_2025_11,CON011,James Smith,RG01,2025,11,3450,1380,4830,862
CON011_2025_12,CON011,James Smith,RG01,2025,12,3450,1380,4830,862
CON011_2026_01,CON011,James Smith,RG01,2026,1,2640,1056,3696,660
CON011_2026_02,CON011,James Smith,RG01,2026,2,2640,1056,3696,660
CON011_2026_03,CON011,James Smith,RG01,2026,3,3000,1200,4200,750
CON012_2023_01,CON012,David Brown,RG02,2023,1,3520,880,4400,880
CON012_2023_02,CON012,David Brown,RG02,2023,2,3520,880,4400,880
CON012_2023_03,CON012,David Brown,RG02,2023,3,4000,1000,5000,1000
CON012_2023_04,CON012,David Brown,RG02,2023,4,4000,1000,5000,1000
CON012_2023_05,CON012,David Brown,RG02,2023,5,4000,1000,5000,1000
CON012_2023_06,CON012,David Brown,RG02,2023,6,4320,1080,5400,1080
CON012_2023_07,CON012,David Brown,RG02,2023,7,4320,1080,5400,1080
CON012_2023_08,CON012,David Brown,RG02,2023,8,4320,1080,5400,1080
CON012_2023_09,CON012,David Brown,RG02,2023,9,4000,1000,5000,1000
CON012_2023_10,CON012,David Brown,RG02,2023,10,4000,1000,5000,1000
CON012_2023_11,CON012,David Brown,RG02,2023,11,4600,1150,5750,1150
CON012_2023_12,CON012,David Brown,RG02,2023,12,4600,1150,5750,1150
CON012_2024_01,CON012,David Brown,RG02,2024,1,3520,880,4400,880
CON012_2024_02,CON012,David Brown,RG02,2024,2,3520,880,4400,880
CON012_2024_03,CON012,David Brown,RG02,2024,3,4000,1000,5000,1000
CON012_2024_04,CON012,David Brown,RG02,2024,4,4000,1000,5000,1000
CON012_2024_05,CON012,David Brown,RG02,2024,5,4000,1000,5000,1000
CON012_2024_06,CON012,David Brown,RG02,2024,6,4320,1080,5400,1080
CON012_2024_07,CON012,David Brown,RG02,2024,7,4320,1080,5400,1080
CON012_2024_08,CON012,David Brown,RG02,2024,8,4320,1080,5400,1080
CON012_2024_09,CON012,David Brown,RG02,2024,9,4000,1000,5000,1000
CON012_2024_10,CON012,David Brown,RG02,2024,10,4000,1000,5000,1000
CON012_2024_11,CON012,David Brown,RG02,2024,11,4600,1150,5750,1150
CON012_2024_12,CON012,David Brown,RG02,2024,12,4600,1150,5750,1150
CON012_2025_01,CON012,David Brown,RG02,2025,1,3520,880,4400,880
CON012_2025_02,CON012,David Brown,RG02,2025,2,3520,880,4400,880
CON012_2025_03,CON012,David Brown,RG02,2025,3,4000,1000,5000,1000
CON012_2025_04,CON012,David Brown,RG02,2025,4,4000,1000,5000,1000
CON012_2025_05,CON012,David Brown,RG02,2025,5,4000,1000,5000,1000
CON012_2025_06,CON012,David Brown,RG02,2025,6,4320,1080,5400,1080
CON012_2025_07,CON012,David Brown,RG02,2025,7,4320,1080,5400,1080
CON012_2025_08,CON012,David Brown,RG02,2025,8,4320,1080,5400,1080
CON012_2025_09,CON012,David Brown,RG02,2025,9,4000,1000,5000,1000
CON012_2025_10,CON012,David Brown,RG02,2025,10,4000,1000,5000,1000
CON012_2025_11,CON012,David Brown,RG02,2025,11,4600,1150,5750,1150
CON012_2025_12,CON012,David Brown,RG02,2025,12,4600,1150,5750,1150
CON012_2026_01,CON012,David Brown,RG02,2026,1,3520,880,4400,880
CON012_2026_02,CON012,David Brown,RG02,2026,2,3520,880,4400,880
CON012_2026_03,CON012,David Brown,RG02,2026,3,4000,1000,5000,1000
CON013_2023_01,CON013,Mark Taylor,RG03,2023,1,3080,1056,4136,770
CON013_2023_02,CON013,Mark Taylor,RG03,2023,2,3080,1056,4136,770
CON013_2023_03,CON013,Mark Taylor,RG03,2023,3,3500,1200,4700,875
CON013_2023_04,CON013,Mark Taylor,RG03,2023,4,3500,1200,4700,875
CON013_2023_05,CON013,Mark Taylor,RG03,2023,5,3500,1200,4700,875
CON013_2023_06,CON013,Mark Taylor,RG03,2023,6,3780,1296,5076,945
CON013_2023_07,CON013,Mark Taylor,RG03,2023,7,3780,1296,5076,945
CON013_2023_08,CON013,Mark Taylor,RG03,2023,8,3780,1296,5076,945
CON013_2023_09,CON013,Mark Taylor,RG03,2023,9,3500,1200,4700,875
CON013_2023_10,CON013,Mark Taylor,RG03,2023,10,3500,1200,4700,875
CON013_2023_11,CON013,Mark Taylor,RG03,2023,11,4025,1380,5405,1006
CON013_2023_12,CON013,Mark Taylor,RG03,2023,12,4025,1380,5405,1006
CON013_2024_01,CON013,Mark Taylor,RG03,2024,1,3080,1056,4136,770
CON013_2024_02,CON013,Mark Taylor,RG03,2024,2,3080,1056,4136,770
CON013_2024_03,CON013,Mark Taylor,RG03,2024,3,3500,1200,4700,875
CON013_2024_04,CON013,Mark Taylor,RG03,2024,4,3500,1200,4700,875
CON013_2024_05,CON013,Mark Taylor,RG03,2024,5,3500,1200,4700,875
CON013_2024_06,CON013,Mark Taylor,RG03,2024,6,3780,1296,5076,945
CON013_2024_07,CON013,Mark Taylor,RG03,2024,7,3780,1296,5076,945
CON013_2024_08,CON013,Mark Taylor,RG03,2024,8,3780,1296,5076,945
CON013_2024_09,CON013,Mark Taylor,RG03,2024,9,3500,1200,4700,875
CON013_2024_10,CON013,Mark Taylor,RG03,2024,10,3500,1200,4700,875
CON013_2024_11,CON013,Mark Taylor,RG03,2024,11,4025,1380,5405,1006
CON013_2024_12,CON013,Mark Taylor,RG03,2024,12,4025,1380,5405,1006
CON013_2025_01,CON013,Mark Taylor,RG03,2025,1,3080,1056,4136,770
CON013_2025_02,CON013,Mark Taylor,RG03,2025,2,3080,1056,4136,770
CON013_2025_03,CON013,Mark Taylor,RG03,2025,3,3500,1200,4700,875
CON013_2025_04,CON013,Mark Taylor,RG03,2025,4,3500,1200,4700,875
CON013_2025_05,CON013,Mark Taylor,RG03,2025,5,3500,1200,4700,875
CON013_2025_06,CON013,Mark Taylor,RG03,2025,6,3780,1296,5076,945
CON013_2025_07,CON013,Mark Taylor,RG03,2025,7,3780,1296,5076,945
CON013_2025_08,CON013,Mark Taylor,RG03,2025,8,3780,1296,5076,945
CON013_2025_09,CON013,Mark Taylor,RG03,2025,9,3500,1200,4700,875
CON013_2025_10,CON013,Mark Taylor,RG03,2025,10,3500,1200,4700,875
CON013_2025_11,CON013,Mark Taylor,RG03,2025,11,4025,1380,5405,1006
CON013_2025_12,CON013,Mark Taylor,RG03,2025,12,4025,1380,5405,1006
CON013_2026_01,CON013,Mark Taylor,RG03,2026,1,3080,1056,4136,770
CON013_2026_02,CON013,Mark Taylor,RG03,2026,2,3080,1056,4136,770
CON013_2026_03,CON013,Mark Taylor,RG03,2026,3,3500,1200,4700,875
CON014_2023_01,CON014,Tom Davis,RG04,2023,1,2640,1320,3960,660
CON014_2023_02,CON014,Tom Davis,RG04,2023,2,2640,1320,3960,660
CON014_2023_03,CON014,Tom Davis,RG04,2023,3,3000,1500,4500,750
CON014_2023_04,CON014,Tom Davis,RG04,2023,4,3000,1500,4500,750
CON014_2023_05,CON014,Tom Davis,RG04,2023,5,3000,1500,4500,750
CON014_2023_06,CON014,Tom Davis,RG04,2023,6,3240,1620,4860,810
CON014_2023_07,CON014,Tom Davis,RG04,2023,7,3240,1620,4860,810
CON014_2023_08,CON014,Tom Davis,RG04,2023,8,3240,1620,4860,810
CON014_2023_09,CON014,Tom Davis,RG04,2023,9,3000,1500,4500,750
CON014_2023_10,CON014,Tom Davis,RG04,2023,10,3000,1500,4500,750
CON014_2023_11,CON014,Tom Davis,RG04,2023,11,3450,1725,5175,862
CON014_2023_12,CON014,Tom Davis,RG04,2023,12,3450,1725,5175,862
CON014_2024_01,CON014,Tom Davis,RG04,2024,1,2640,1320,3960,660
CON014_2024_02,CON014,Tom Davis,RG04,2024,2,2640,1320,3960,660
CON014_2024_03,CON014,Tom Davis,RG04,2024,3,3000,1500,4500,750
CON014_2024_04,CON014,Tom Davis,RG04,2024,4,3000,1500,4500,750
CON014_2024_05,CON014,Tom Davis,RG04,2024,5,3000,1500,4500,750
CON014_2024_06,CON014,Tom Davis,RG04,2024,6,3240,1620,4860,810
CON014_2024_07,CON014,Tom Davis,RG04,2024,7,3240,1620,4860,810
CON014_2024_08,CON014,Tom Davis,RG04,2024,8,3240,1620,4860,810
CON014_2024_09,CON014,Tom Davis,RG04,2024,9,3000,1500,4500,750
CON014_2024_10,CON014,Tom Davis,RG04,2024,10,3000,1500,4500,750
CON014_2024_11,CON014,Tom Davis,RG04,2024,11,3450,1725,5175,862
CON014_2024_12,CON014,Tom Davis,RG04,2024,12,3450,1725,5175,862
CON014_2025_01,CON014,Tom Davis,RG04,2025,1,2640,1320,3960,660
CON014_2025_02,CON014,Tom Davis,RG04,2025,2,2640,1320,3960,660
CON014_2025_03,CON014,Tom Davis,RG04,2025,3,3000,1500,4500,750
CON014_2025_04,CON014,Tom Davis,RG04,2025,4,3000,1500,4500,750
CON014_2025_05,CON014,Tom Davis,RG04,2025,5,3000,1500,4500,750
CON014_2025_06,CON014,Tom Davis,RG04,2025,6,3240,1620,4860,810
CON014_2025_07,CON014,Tom Davis,RG04,2025,7,3240,1620,4860,810
CON014_2025_08,CON014,Tom Davis,RG04,2025,8,3240,1620,4860,810
CON014_2025_09,CON014,Tom Davis,RG04,2025,9,3000,1500,4500,750
CON014_2025_10,CON014,Tom Davis,RG04,2025,10,3000,1500,4500,750
CON014_2025_11,CON014,Tom Davis,RG04,2025,11,3450,1725,5175,862
CON014_2025_12,CON014,Tom Davis,RG04,2025,12,3450,1725,5175,862
CON014_2026_01,CON014,Tom Davis,RG04,2026,1,2640,1320,3960,660
CON014_2026_02,CON014,Tom Davis,RG04,2026,2,2640,1320,3960,660
CON014_2026_03,CON014,Tom Davis,RG04,2026,3,3000,1500,4500,750
CON015_2023_01,CON015,Raj Miller,RG05,2023,1,3520,880,4400,880
CON015_2023_02,CON015,Raj Miller,RG05,2023,2,3520,880,4400,880
CON015_2023_03,CON015,Raj Miller,RG05,2023,3,4000,1000,5000,1000
CON015_2023_04,CON015,Raj Miller,RG05,2023,4,4000,1000,5000,1000
CON015_2023_05,CON015,Raj Miller,RG05,2023,5,4000,1000,5000,1000
CON015_2023_06,CON015,Raj Miller,RG05,2023,6,4320,1080,5400,1080
CON015_2023_07,CON015,Raj Miller,RG05,2023,7,4320,1080,5400,1080
CON015_2023_08,CON015,Raj Miller,RG05,2023,8,4320,1080,5400,1080
CON015_2023_09,CON015,Raj Miller,RG05,2023,9,4000,1000,5000,1000
CON015_2023_10,CON015,Raj Miller,RG05,2023,10,4000,1000,5000,1000
CON015_2023_11,CON015,Raj Miller,RG05,2023,11,4600,1150,5750,1150
CON015_2023_12,CON015,Raj Miller,RG05,2023,12,4600,1150,5750,1150
CON015_2024_01,CON015,Raj Miller,RG05,2024,1,3520,880,4400,880
CON015_2024_02,CON015,Raj Miller,RG05,2024,2,3520,880,4400,880
CON015_2024_03,CON015,Raj Miller,RG05,2024,3,4000,1000,5000,1000
CON015_2024_04,CON015,Raj Miller,RG05,2024,4,4000,1000,5000,1000
CON015_2024_05,CON015,Raj Miller,RG05,2024,5,4000,1000,5000,1000
CON015_2024_06,CON015,Raj Miller,RG05,2024,6,4320,1080,5400,1080
CON015_2024_07,CON015,Raj Miller,RG05,2024,7,4320,1080,5400,1080
CON015_2024_08,CON015,Raj Miller,RG05,2024,8,4320,1080,5400,1080
CON015_2024_09,CON015,Raj Miller,RG05,2024,9,4000,1000,5000,1000
CON015_2024_10,CON015,Raj Miller,RG05,2024,10,4000,1000,5000,1000
CON015_2024_11,CON015,Raj Miller,RG05,2024,11,4600,1150,5750,1150
CON015_2024_12,CON015,Raj Miller,RG05,2024,12,4600,1150,5750,1150
CON015_2025_01,CON015,Raj Miller,RG05,2025,1,3520,880,4400,880
CON015_2025_02,CON015,Raj Miller,RG05,2025,2,3520,880,4400,880
CON015_2025_03,CON015,Raj Miller,RG05,2025,3,4000,1000,5000,1000
CON015_2025_04,CON015,Raj Miller,RG05,2025,4,4000,1000,5000,1000
CON015_2025_05,CON015,Raj Miller,RG05,2025,5,4000,1000,5000,1000
CON015_2025_06,CON015,Raj Miller,RG05,2025,6,4320,1080,5400,1080
CON015_2025_07,CON015,Raj Miller,RG05,2025,7,4320,1080,5400,1080
CON015_2025_08,CON015,Raj Miller,RG05,2025,8,4320,1080,5400,1080
CON015_2025_09,CON015,Raj Miller,RG05,2025,9,4000,1000,5000,1000
CON015_2025_10,CON015,Raj Miller,RG05,2025,10,4000,1000,5000,1000
CON015_2025_11,CON015,Raj Miller,RG05,2025,11,4600,1150,5750,1150
CON015_2025_12,CON015,Raj Miller,RG05,2025,12,4600,1150,5750,1150
CON015_2026_01,CON015,Raj Miller,RG05,2026,1,3520,880,4400,880
CON015_2026_02,CON015,Raj Miller,RG05,2026,2,3520,880,4400,880
CON015_2026_03,CON015,Raj Miller,RG05,2026,3,4000,1000,5000,1000
CON016_2023_01,CON016,Liam Wilson,RG06,2023,1,3520,704,4224,880
CON016_2023_02,CON016,Liam Wilson,RG06,2023,2,3520,704,4224,880
CON016_2023_03,CON016,Liam Wilson,RG06,2023,3,4000,800,4800,1000
CON016_2023_04,CON016,Liam Wilson,RG06,2023,4,4000,800,4800,1000
CON016_2023_05,CON016,Liam Wilson,RG06,2023,5,4000,800,4800,1000
CON016_2023_06,CON016,Liam Wilson,RG06,2023,6,4320,864,5184,1080
CON016_2023_07,CON016,Liam Wilson,RG06,2023,7,4320,864,5184,1080
CON016_2023_08,CON016,Liam Wilson,RG06,2023,8,4320,864,5184,1080
CON016_2023_09,CON016,Liam Wilson,RG06,2023,9,4000,800,4800,1000
CON016_2023_10,CON016,Liam Wilson,RG06,2023,10,4000,800,4800,1000
CON016_2023_11,CON016,Liam Wilson,RG06,2023,11,4600,920,5520,1150
CON016_2023_12,CON016,Liam Wilson,RG06,2023,12,4600,920,5520,1150
CON016_2024_01,CON016,Liam Wilson,RG06,2024,1,3520,704,4224,880
CON016_2024_02,CON016,Liam Wilson,RG06,2024,2,3520,704,4224,880
CON016_2024_03,CON016,Liam Wilson,RG06,2024,3,4000,800,4800,1000
CON016_2024_04,CON016,Liam Wilson,RG06,2024,4,4000,800,4800,1000
CON016_2024_05,CON016,Liam Wilson,RG06,2024,5,4000,800,4800,1000
CON016_2024_06,CON016,Liam Wilson,RG06,2024,6,4320,864,5184,1080
CON016_2024_07,CON016,Liam Wilson,RG06,2024,7,4320,864,5184,1080
CON016_2024_08,CON016,Liam Wilson,RG06,2024,8,4320,864,5184,1080
CON016_2024_09,CON016,Liam Wilson,RG06,2024,9,4000,800,4800,1000
CON016_2024_10,CON016,Liam Wilson,RG06,2024,10,4000,800,4800,1000
CON016_2024_11,CON016,Liam Wilson,RG06,2024,11,4600,920,5520,1150
CON016_2024_12,CON016,Liam Wilson,RG06,2024,12,4600,920,5520,1150
CON016_2025_01,CON016,Liam Wilson,RG06,2025,1,3520,704,4224,880
CON016_2025_02,CON016,Liam Wilson,RG06,2025,2,3520,704,4224,880
CON016_2025_03,CON016,Liam Wilson,RG06,2025,3,4000,800,4800,1000
CON016_2025_04,CON016,Liam Wilson,RG06,2025,4,4000,800,4800,1000
CON016_2025_05,CON016,Liam Wilson,RG06,2025,5,4000,800,4800,1000
CON016_2025_06,CON016,Liam Wilson,RG06,2025,6,4320,864,5184,1080
CON016_2025_07,CON016,Liam Wilson,RG06,2025,7,4320,864,5184,1080
CON016_2025_08,CON016,Liam Wilson,RG06,2025,8,4320,864,5184,1080
CON016_2025_09,CON016,Liam Wilson,RG06,2025,9,4000,800,4800,1000
CON016_2025_10,CON016,Liam Wilson,RG06,2025,10,4000,800,4800,1000
CON016_2025_11,CON016,Liam Wilson,RG06,2025,11,4600,920,5520,1150
CON016_2025_12,CON016,Liam Wilson,RG06,2025,12,4600,920,5520,1150
CON016_2026_01,CON016,Liam Wilson,RG06,2026,1,3520,704,4224,880
CON016_2026_02,CON016,Liam Wilson,RG06,2026,2,3520,704,4224,880
CON016_2026_03,CON016,Liam Wilson,RG06,2026,3,4000,800,4800,1000
CON017_2023_01,CON017,Michael Moore,RG07,2023,1,4400,880,5280,1100
CON017_2023_02,CON017,Michael Moore,RG07,2023,2,4400,880,5280,1100
CON017_2023_03,CON017,Michael Moore,RG07,2023,3,5000,1000,6000,1250
CON017_2023_04,CON017,Michael Moore,RG07,2023,4,5000,1000,6000,1250
CON017_2023_05,CON017,Michael Moore,RG07,2023,5,5000,1000,6000,1250
CON017_2023_06,CON017,Michael Moore,RG07,2023,6,5400,1080,6480,1350
CON017_2023_07,CON017,Michael Moore,RG07,2023,7,5400,1080,6480,1350
CON017_2023_08,CON017,Michael Moore,RG07,2023,8,5400,1080,6480,1350
CON017_2023_09,CON017,Michael Moore,RG07,2023,9,5000,1000,6000,1250
CON017_2023_10,CON017,Michael Moore,RG07,2023,10,5000,1000,6000,1250
CON017_2023_11,CON017,Michael Moore,RG07,2023,11,5750,1150,6900,1438
CON017_2023_12,CON017,Michael Moore,RG07,2023,12,5750,1150,6900,1438
CON017_2024_01,CON017,Michael Moore,RG07,2024,1,4400,880,5280,1100
CON017_2024_02,CON017,Michael Moore,RG07,2024,2,4400,880,5280,1100
CON017_2024_03,CON017,Michael Moore,RG07,2024,3,5000,1000,6000,1250
CON017_2024_04,CON017,Michael Moore,RG07,2024,4,5000,1000,6000,1250
CON017_2024_05,CON017,Michael Moore,RG07,2024,5,5000,1000,6000,1250
CON017_2024_06,CON017,Michael Moore,RG07,2024,6,5400,1080,6480,1350
CON017_2024_07,CON017,Michael Moore,RG07,2024,7,5400,1080,6480,1350
CON017_2024_08,CON017,Michael Moore,RG07,2024,8,5400,1080,6480,1350
CON017_2024_09,CON017,Michael Moore,RG07,2024,9,5000,1000,6000,1250
CON017_2024_10,CON017,Michael Moore,RG07,2024,10,5000,1000,6000,1250
CON017_2024_11,CON017,Michael Moore,RG07,2024,11,5750,1150,6900,1438
CON017_2024_12,CON017,Michael Moore,RG07,2024,12,5750,1150,6900,1438
CON017_2025_01,CON017,Michael Moore,RG07,2025,1,4400,880,5280,1100
CON017_2025_02,CON017,Michael Moore,RG07,2025,2,4400,880,5280,1100
CON017_2025_03,CON017,Michael Moore,RG07,2025,3,5000,1000,6000,1250
CON017_2025_04,CON017,Michael Moore,RG07,2025,4,5000,1000,6000,1250
CON017_2025_05,CON017,Michael Moore,RG07,2025,5,5000,1000,6000,1250
CON017_2025_06,CON017,Michael Moore,RG07,2025,6,5400,1080,6480,1350
CON017_2025_07,CON017,Michael Moore,RG07,2025,7,5400,1080,6480,1350
CON017_2025_08,CON017,Michael Moore,RG07,2025,8,5400,1080,6480,1350
CON017_2025_09,CON017,Michael Moore,RG07,2025,9,5000,1000,6000,1250
CON017_2025_10,CON017,Michael Moore,RG07,2025,10,5000,1000,6000,1250
CON017_2025_11,CON017,Michael Moore,RG07,2025,11,5750,1150,6900,1438
CON017_2025_12,CON017,Michael Moore,RG07,2025,12,5750,1150,6900,1438
CON017_2026_01,CON017,Michael Moore,RG07,2026,1,4400,880,5280,1100
CON017_2026_02,CON017,Michael Moore,RG07,2026,2,4400,880,5280,1100
CON017_2026_03,CON017,Michael Moore,RG07,2026,3,5000,1000,6000,1250
CON018_2023_01,CON018,Oliver Anderson,RG08,2023,1,3520,880,4400,880
CON018_2023_02,CON018,Oliver Anderson,RG08,2023,2,3520,880,4400,880
CON018_2023_03,CON018,Oliver Anderson,RG08,2023,3,4000,1000,5000,1000
CON018_2023_04,CON018,Oliver Anderson,RG08,2023,4,4000,1000,5000,1000
CON018_2023_05,CON018,Oliver Anderson,RG08,2023,5,4000,1000,5000,1000
CON018_2023_06,CON018,Oliver Anderson,RG08,2023,6,4320,1080,5400,1080
CON018_2023_07,CON018,Oliver Anderson,RG08,2023,7,4320,1080,5400,1080
CON018_2023_08,CON018,Oliver Anderson,RG08,2023,8,4320,1080,5400,1080
CON018_2023_09,CON018,Oliver Anderson,RG08,2023,9,4000,1000,5000,1000
CON018_2023_10,CON018,Oliver Anderson,RG08,2023,10,4000,1000,5000,1000
CON018_2023_11,CON018,Oliver Anderson,RG08,2023,11,4600,1150,5750,1150
CON018_2023_12,CON018,Oliver Anderson,RG08,2023,12,4600,1150,5750,1150
CON018_2024_01,CON018,Oliver Anderson,RG08,2024,1,3520,880,4400,880
CON018_2024_02,CON018,Oliver Anderson,RG08,2024,2,3520,880,4400,880
CON018_2024_03,CON018,Oliver Anderson,RG08,2024,3,4000,1000,5000,1000
CON018_2024_04,CON018,Oliver Anderson,RG08,2024,4,4000,1000,5000,1000
CON018_2024_05,CON018,Oliver Anderson,RG08,2024,5,4000,1000,5000,1000
